Line,GEBV_Brix,GEBV_Axis_length,GEBV_Immature_fruit_external_color_a,GEBV_Immature_fruit_external_color_b,GEBV_Immature_fruit_external_color_L,GEBV_Fruit_external_color_a,GEBV_Fruit_external_color_b,GEBV_Fruit_external_color_L,GEBV_Fruit_fasciation,GEBV_Fruit_maximum_length,GEBV_Fruit_load,GEBV_Flowering_time,GEBV_Fruit_pungency,GEBV_Fruit_shape_index,GEBV_Fruit_weight,GEBV_Fruit_maximum_width,GEBV_External_immature_fruit_color_green,GEBV_Locule_number,GEBV_Total_plant_height,GEBV_Pericarp_thickness,GEBV_Total_fruit_weight,GEBV_Total_fruit_number,GEBV_Fruit_predominant_shape_oblate
GPC003620,-0.090833675,-7.436762068,1.468810329,-3.812644353,-5.3978058,0.663996886,-2.243182102,-1.585990878,0.003996367,1.199071328,0.046408759,-4.251712428,-0.152146065,-0.106416566,-16.50910361,-0.564011752,0.12762228,-0.107463948,-3.548186858,-0.633233019,-20.43735157,14.50554062,-0.021286889
GPC003630,0.015903727,-8.4424091,0.710530655,1.587440953,0.883213901,0.193589148,0.93929755,0.362074532,0.042164417,3.526710958,0.08876437,-4.583102408,-0.279329732,1.900423385,2.646936877,-0.255318739,-0.244571418,-0.147762098,-11.77825938,-0.551626655,-40.78141174,20.22787675,-0.043438152
GPC003640,0.142907616,3.892316233,-1.267066377,2.364903934,-0.510557948,4.587040871,2.143662293,1.394879495,-0.278140706,3.947068256,0.174234597,0.479806695,0.012384856,3.692738235,-24.35262275,-1.473471903,-0.15389649,-0.468395492,10.99327231,-1.479973838,-150.8649575,11.78811796,-0.04723454
GPC003660,-0.2136388,-2.353145422,1.446056761,-5.407474703,-8.718705419,-1.424132217,-0.190630013,0.191127869,0.083074619,1.729155173,0.020272228,-1.384268876,-0.055978488,0.72243519,-5.802463544,-0.343642311,0.420207267,-0.101777236,-3.893275865,-0.335186866,-61.55977326,11.21521298,-0.007441839
GPC003670,0.133395488,-4.379048041,0.589782166,-1.816343226,-2.657253261,0.47493874,1.702466272,1.067282864,0.016441708,0.345995128,0.038107145,-1.251125787,-0.070024873,-0.026824555,-2.624631356,-0.138488516,0.032931698,-0.053076673,-4.402880478,-0.371105104,-34.60891286,6.012274487,-0.007646981
GPC003700,-0.039861351,-4.128091342,0.410532928,-2.211179395,-3.237570326,0.729229591,-1.54745122,-0.651085471,0.028141266,-2.266641836,0.006674572,-1.864636047,-0.016415418,-0.402854483,-7.435843727,-0.163094488,0.029619085,0.094480102,-7.075704895,-0.240747398,-84.59262499,13.43734132,-0.019147177
GPC003710,0.194308776,-1.141061203,0.511777147,-4.986962721,-7.061450213,-0.185357865,-0.2451923,0.273314206,-0.237542768,-2.101326684,-0.035538199,-0.919948538,0.064400869,1.075106166,-14.91602439,-0.963921316,0.34403779,-0.000198579,0.386117751,-0.706625333,-135.9918504,19.39027478,-0.0468
GPC003720,0.139830404,-5.601755648,1.493394476,-4.735669333,-7.487133969,-0.366850154,-0.576639919,-0.169641904,-0.049206209,-2.562266588,-0.012551992,-1.598823985,0.025126512,-0.573897273,-16.18756455,-0.768150749,0.342948401,-0.100029487,-1.402090872,-0.563698834,-161.1723922,6.271766693,-0.036320055
GPC003730,-0.02000339,0.293333085,0.692616917,-0.375482823,-1.839399913,0.305176983,-4.699381575,-2.750782603,0.092467106,3.831659077,0.064661639,-2.109246606,-0.169029978,1.270652233,-7.817247439,-0.160963385,-0.012912971,-0.39966793,4.241145127,-0.507814448,-53.64573892,-18.33791278,-0.009721482
GPC003740,-0.629788435,-2.590292816,2.275026987,-6.568195502,-8.158022174,-1.020376083,-1.152362577,-0.882087841,0.250929276,2.597272867,0.046771482,-0.906078298,-0.30509978,0.124816768,25.84635359,0.98147304,0.202285238,0.167929906,-3.636307321,0.056313413,96.20021363,-8.073548114,-0.020635966
GPC003750,-0.32029887,-2.846335743,1.210283328,-2.902208999,-4.475691448,-0.824856402,-4.352878274,-2.770579101,0.278189699,5.256895734,0.049059004,-3.006296122,-0.137892408,1.226871388,3.912500158,-0.015769787,0.030566239,-0.222314345,-2.514250275,-0.405620575,-8.874694075,-7.591907219,-0.026102783
GPC003760,0.326886669,1.262889598,0.98485549,-2.212163759,-3.037698836,-0.781537789,-3.977648368,-2.094299791,0.10208767,-1.014565408,-0.005652128,-3.327521191,0.008070414,-0.194307927,-20.83696226,-0.510370583,0.195520393,-0.250414976,5.029640072,-0.736264098,-87.58384351,14.85570242,-0.021120866
GPC003770,-0.041216437,-5.119345847,0.952679461,-1.777522637,-2.451131911,0.022116852,0.065049604,0.019724459,0.097001664,-0.360130032,0.024632386,-2.060606266,-0.122372329,-0.71613042,2.134932628,0.226523561,0.032789013,0.041842509,-2.359313195,-0.199921796,-12.27098445,8.871596616,-0.001214894
GPC003780,0.324364067,-8.400675083,1.706978041,-6.653328868,-9.384189156,1.30629742,-0.214923409,0.546839487,-0.260935787,-5.934304225,-0.006151894,-3.251830075,0.124114636,-1.384476805,-48.26305046,-1.288534487,0.46547894,-0.25073214,3.349990046,-0.931120295,-236.0464716,-6.656729829,0.016664934
GPC003790,-0.557037135,-10.17996195,3.052916535,-1.239627155,-0.241118764,-0.52690008,-3.988841536,-2.541020946,0.525664907,1.605231038,0.117908161,-7.076052114,-0.343147254,-0.474605817,12.01845421,0.970957075,-0.473388693,0.045027608,-6.616523421,0.135372185,124.9993695,4.595920182,0.007126944
GPC003800,-0.71953697,-8.166666668,2.560976245,-5.545433062,-4.950929411,-2.600175382,-3.724044259,-1.79504541,0.609327406,-0.346270951,0.049108876,1.169301395,-0.412990869,-1.762010078,53.05078503,2.45893577,0.10162268,0.452351942,-14.31291243,0.978827114,194.3154464,-3.821643436,-0.001491682
GPC003810,-0.097862378,-7.141409615,2.525530301,-4.902054984,-4.558032734,-6.343691239,11.44515405,7.331689783,0.859669897,-4.326453598,0.043309028,-3.72650301,-0.349889471,-3.166796007,49.64344722,2.913410124,0.186612758,0.447757496,-10.60838272,1.201991558,168.8757694,-22.20101649,0.050334115
GPC003820,-0.15065942,-3.748938535,2.450979612,-6.231306821,-6.762077244,-6.600565141,10.77803425,6.732228953,0.690652823,-2.56268324,0.012910843,0.372481967,-0.377509135,-3.308978065,64.63375507,3.120254,0.32391129,0.473967821,-10.56541572,1.411863711,157.2420088,-13.10391933,0.03451964
GPC003830,-0.513654661,-7.627410314,1.537902793,-4.72508216,-5.816549604,-0.551409184,1.078538357,0.278008901,0.819413444,2.361603133,0.02493954,-3.095650205,-0.43810844,-1.006020463,9.01559444,0.982067525,-0.012026235,0.356566428,-0.953502909,-0.410148489,95.71438775,-15.63706898,-0.007812817
GPC003840,-0.545074688,1.753315388,-0.227991218,-2.774582544,-3.413995631,-3.019298145,2.6146004,1.921849076,0.582683749,-4.344026415,0.021967125,-0.453193675,-0.609382715,-3.989268545,34.57865753,2.278759124,0.059743724,0.556669394,-10.92198697,0.857647663,80.94047325,-16.89342792,0.023844213
GPC003850,0.076980289,-1.928568013,-0.050754437,-1.779881087,-3.547910216,-6.135170861,13.27591636,7.820293752,0.365077242,6.031291049,0.053807757,-0.445776202,-0.503143236,-0.298833944,47.66185328,1.774487865,0.151953223,0.306942412,7.456053807,0.622402866,137.2008758,-20.61861728,0.023144917
GPC003870,-0.497704957,-1.555478893,0.839420912,-2.043157218,-2.201952626,-0.883221603,-0.8086819,-0.611478524,0.344137327,1.857740536,-0.002825673,1.522176895,-0.306367993,-0.797667005,24.22814859,1.095301462,-0.053697053,0.149777092,3.992905458,0.186237771,74.0764546,5.142977923,-0.007203313
GPC003880,-0.549768082,-4.765944166,0.664073403,-4.597472253,-5.249728967,-6.048100786,7.825129442,5.023677682,0.561073484,-3.96534709,0.057322002,-1.31879614,-0.451740512,-2.689260002,47.29572384,2.606612115,0.085481797,0.420851241,-8.254644852,1.073881354,143.203668,-16.4972349,0.036816095
GPC003910,0.126198348,-4.291788017,0.678291111,-4.562524008,-5.936319462,1.642197561,0.208780738,-0.156240759,0.545738741,1.657480119,0.030447208,-2.736188312,-0.314790319,0.652473454,-12.53295622,-0.457214081,0.045699639,-0.087696204,10.17763762,-1.180163326,-226.6030763,-9.660781286,-0.035036255
GPC003920,-1.152436623,-2.970833035,2.102039197,-3.05133259,-2.671375532,-2.995504698,-1.966902881,-1.613385418,0.742132143,4.512506635,0.033677451,0.607598064,-0.664593423,-1.960111519,87.08800099,3.517547249,-0.146774388,0.592871241,-7.959103894,1.200349485,281.393598,-5.261495688,-0.015336786
GPC003930,-1.198785522,-1.522061191,2.319510391,-3.280586169,-3.213071132,-3.435090215,-2.370641084,-1.824276867,0.770747653,4.785374747,0.045015251,1.206030302,-0.606548615,-2.143445667,86.54080516,3.587011648,-0.087292997,0.631926445,-6.06311577,1.190319935,301.6413502,-11.04304549,-0.00593435
GPC003950,0.548354737,-7.319546207,1.652419274,-6.129300028,-9.102247856,1.115837302,0.357878338,0.659215081,-0.142397419,-5.25390815,-0.000711253,-3.796096739,0.052276637,-1.082290656,-43.17041738,-1.049403737,0.363317691,-0.143224423,3.153541052,-0.678405413,-201.5510217,-8.790607002,0.01821252
GPC003960,-0.753930617,-5.033718357,1.706803634,-2.640661499,-1.578233876,-0.448651455,-0.862482822,-0.360860376,0.530295628,1.890231863,0.016040943,0.208537026,-0.374245422,-1.560183489,26.25190434,2.047302384,-0.251255603,0.317525939,4.279660174,0.678055231,145.3431695,-20.49879816,0.037452411
GPC003970,-0.32647955,-4.818124849,0.17401217,-3.602765888,-4.494166054,1.148914542,1.841622514,1.055635033,0.17189835,1.993023187,0.087737568,-5.583202189,-0.273034003,1.207454748,-22.86241743,-0.959652364,-0.061369229,-0.094012089,1.382897077,-1.351951252,-151.1887737,19.83266579,-0.035443464
GPC003990,-0.636582706,-3.712109432,2.054910095,-6.084161432,-5.63671141,-6.847421848,11.92233193,7.654129169,0.794517402,-4.012915458,0.015765229,0.004315859,-0.463795905,-3.570360581,61.6248192,3.490062272,0.119224181,0.487303512,-6.568811956,1.265398232,165.8803607,-19.82952821,0.048074562
GPC004000,-0.238073452,-5.329612894,2.206232675,-6.139773047,-6.904419078,-0.409002229,-0.887311147,-0.83253225,0.448215502,5.176337874,0.08472016,-3.837933751,-0.512008764,0.753293184,13.38351708,0.568410331,0.204213038,0.262954307,-3.907345567,-0.432314887,53.39609547,-8.468222726,-0.031305012
GPC004010,-0.035977367,-5.28513119,1.992063593,-5.367757589,-6.930683347,1.921725546,-2.914025458,-2.200997105,0.028192876,3.99350513,0.010633835,-5.707788514,-0.344178086,0.458085291,-11.55368949,-0.345418308,0.140031492,0.194430365,-2.612797312,-1.134777139,-90.45757129,20.23849207,-0.049684656
GPC004030,0.271416011,-7.833919911,1.330551348,-5.504761108,-8.738376281,1.764520649,-3.945084956,-2.83475003,0.096253709,3.384939461,0.006102907,-6.658572094,-0.282694289,0.205151258,-8.679553528,-0.325745874,0.411962532,0.001238344,-1.773112576,-0.745615167,-24.72558299,-11.16247959,-0.033454004
GPC004040,-0.062036402,-2.911386685,0.150867566,-5.444886003,-8.749674067,1.656015952,-0.383208258,-0.321379409,-0.470049953,-0.093854492,0.06636874,-1.700440629,-0.045413734,0.520004195,-38.06301786,-1.454147964,0.287943771,-0.419294264,0.246094242,-1.466110943,-187.3476252,20.47803917,-0.027542287
GPC004050,0.031252293,-6.021267973,0.591204393,-3.670668682,-3.234433907,3.402469262,1.360372759,0.871118235,-0.571836878,-4.495492416,0.003685455,-3.069423199,0.085495415,0.062453854,-30.60835869,-1.044267715,0.201493102,-0.260034824,-5.96441989,-0.92087586,-205.0526538,38.40688982,-0.036862483
GPC004060,-0.202679393,-4.193137244,1.421463922,-5.948213331,-7.729932199,0.051279519,-2.636250581,-1.29499811,-0.359631656,-0.636239469,0.030277129,-1.373764915,0.002760639,-0.782301348,-22.36825589,-0.46735272,0.495755028,-0.072159441,8.526317617,-0.159734785,-70.89925615,4.201923125,0.000634677
GPC004070,0.398893159,1.802555278,-2.41072538,0.842424918,-1.299940812,6.128554131,5.50133725,2.949641753,-0.596144021,-5.598322376,-0.51314967,6.358133197,0.397087771,-0.393451835,-48.65702751,-2.231622163,0.174137562,-0.46581133,27.47822754,-2.227565435,-471.4893861,18.9628236,-0.060628075
GPC004080,-0.350049155,-5.848531199,2.218241405,3.181574127,4.756804595,3.395398071,1.496330183,1.093264943,0.061492279,-2.216945757,0.062181706,-1.539716447,-0.154244588,-1.733529685,8.19917681,0.635124274,-0.426663826,0.048437408,-16.56663502,-0.058494656,-44.7338656,100.8240674,-0.010828703
GPC004090,0.521889707,7.495703279,-1.272667151,-0.536842702,-3.653667383,6.925512779,7.808572731,5.162141967,-0.281133117,-1.458618396,0.014057921,2.005156287,0.396875664,2.834389781,-44.34586817,-2.18727876,-0.012595242,-0.48253139,13.34436017,-2.62741741,-330.1344819,75.2957494,-0.07279399
GPC004100,1.197520897,-8.700384137,5.446824341,4.317073466,10.48215511,7.875433243,5.891487996,4.044962182,-0.655647793,-8.731259145,0.013463603,-1.962131084,0.385722557,-2.80331691,-37.75280914,-1.807473334,-0.727512055,-0.392073903,-20.25699166,-1.739048391,-307.838088,81.53935217,-0.034924525
GPC004110,1.175391751,2.526675556,4.395766661,-4.419145419,-5.888512883,5.038389128,4.825003872,3.669975219,-0.789430441,-7.482433522,0.058974034,-1.351853883,0.322382637,-2.270003614,-37.1320675,-2.043213665,0.289500797,-0.464648645,2.821769122,-1.886275096,-311.7616975,64.74588202,-0.034015258
GPC004120,0.159007788,5.165955828,0.27671806,-1.497621343,-3.012723369,4.57830563,6.806776402,4.850284453,-0.401354299,-3.595228751,-0.18496982,2.941259719,0.404808024,-0.556047269,-29.49221567,-1.502182338,0.075477489,-0.389167409,17.42446425,-1.880696382,-328.36478,45.75135919,-0.035396517
GPC004130,0.631538178,-8.556681791,9.03566337,8.436572921,21.72509946,7.68448685,6.989576582,4.903273986,-0.741973041,-6.765881943,0.039528396,-2.786394856,0.301283115,-2.307507483,-31.6829526,-1.849272088,-1.603386636,-0.347176161,-18.24702834,-1.811188966,-279.1114039,56.65858946,-0.042279116
GPC004140,0.623430793,-3.27169591,2.835985361,0.639931896,2.058692703,3.813636306,7.812981587,5.115032345,-0.419342182,-1.79849448,0.051624873,1.65123666,0.143315561,-0.451404613,-20.06809035,-0.930676952,-0.267540439,-0.176470489,-5.61967389,-0.706333107,-182.8557811,40.8950404,-0.020652078
GPC004150,0.047078179,-5.485244124,1.573530566,0.189614117,-0.116485019,-0.196472761,1.454663832,0.757238332,0.103730918,-2.151305008,-0.045686025,0.680389004,-0.068130358,-1.554792861,5.953578305,0.601486606,-0.180085742,0.116433125,-9.389496205,0.053673204,-37.87001211,1.704804836,0.005270904
GPC004160,1.195622639,-8.590390732,-0.724156346,-2.694091232,-3.831900337,-1.433160228,13.95664312,7.598986805,-0.66659811,-1.896637953,0.008983651,-9.126867612,0.202756344,0.027795293,-26.37085751,-1.223207814,0.290783988,-0.397985802,-24.26730098,-1.101579235,-237.064649,-3.195782723,-0.021427926
GPC004170,1.70773443,2.082155658,-1.174161872,-3.486185764,-8.643466812,5.407666464,6.257695232,4.221030624,-0.865325629,-3.428357994,-0.135573499,6.394258378,0.485738523,1.970504139,-59.9777915,-3.197663406,0.600025496,-0.663682411,11.93910613,-2.60197573,-460.9802526,18.36360142,-0.05056577
GPC004180,1.432463004,-6.154028483,2.185434089,11.18074498,16.27934737,8.677466894,10.57769697,7.176008994,-0.674513509,-7.056256528,0.148602692,-3.057672285,0.361974973,-0.82993592,-46.78719158,-2.6049257,-1.190691651,-0.412957976,-24.13908752,-2.582880583,-370.8363774,141.4299492,-0.070869579
GPC004190,1.519287769,-12.88415722,-0.919452945,7.618184388,2.738469396,8.335001931,11.38127324,6.021264585,-0.845689338,-7.642631144,0.269887202,-4.678848674,0.370963206,0.303706278,-47.82495665,-2.981169162,-0.158557797,-0.655921908,-36.09853144,-2.657986633,-395.5330388,549.0953148,-0.079224786
GPC004210,2.085358185,-3.137171101,-0.831123212,2.467724528,0.236960413,6.436305657,3.482611979,3.052520545,-0.781996755,-3.052092846,0.094093148,-2.201191441,0.365702602,1.495463495,-50.69118664,-2.871345382,0.033300507,-0.608276427,-10.1047563,-2.397166529,-380.2686942,58.43501882,-0.07795116
GPC004220,0.623209889,1.568830579,-2.373982517,-0.45001948,-4.997219012,4.127931991,7.615485244,5.850668806,-0.158146332,-7.416750348,-0.322720059,9.159817857,0.336938647,-1.169949408,-44.09115531,-1.753469875,0.486954733,-0.320192226,10.2584448,-1.811634758,-527.3137574,20.68475771,-0.045226693
GPC004240,0.983090936,-4.641108412,0.030211771,0.825046749,-0.834903697,3.598036615,4.240387572,2.478079244,-0.45634063,-3.770075256,0.039095063,-0.55394245,0.211380185,0.41645241,-27.49380196,-1.524369512,-0.02878278,-0.333425058,-8.590695185,-1.36921507,-228.6094425,163.3638994,-0.036861445
GPC004250,-0.83678816,-6.574115512,2.581049666,-7.439976155,-8.302764818,-3.832368127,-2.595865777,-1.282707443,0.7081577,-1.173972281,0.129046544,1.080593908,-0.59462461,-3.288795824,93.91279382,3.900494983,0.355016486,0.563125899,-22.04396877,1.973336837,273.9962301,-17.13217957,-0.002948689
GPC004260,-0.00924629,-10.81182033,0.576382012,-5.218520322,-7.768763933,1.258653116,-2.342551182,-0.950137496,-0.32934189,-5.466592463,0.156835175,-9.677860282,-0.009787411,-1.587390936,-22.6786851,-0.120093187,0.31021112,0.125816246,-7.8341753,-0.027044507,-42.10885524,12.54001359,0.014052978
GPC004270,0.170762671,1.479976023,-2.294907474,-0.394658509,-3.15571922,5.178564058,5.426036943,2.957586535,-0.554314892,-5.537127868,-0.486509846,5.492492726,0.378682563,-0.484463627,-46.26062922,-2.100861659,0.295635756,-0.356201048,24.14055614,-2.082068696,-459.0961466,3.507726705,-0.060461688
GPC004280,0.656863131,-2.924659076,1.086099739,-0.750009622,-0.230567865,0.972343302,1.790971827,1.733002361,0.021627405,-2.236589015,0.001064549,-0.169816299,-0.018212933,-0.93491605,-11.74803174,-0.331221944,-0.109916724,-0.104704274,1.180782482,-0.57160021,-111.9629402,-10.24614221,-0.004067985
GPC004290,0.399317569,1.0744856,-2.518748018,0.181837507,-2.038911278,5.225094161,6.141535095,3.398901606,-0.545695846,-6.788337662,-0.487973286,6.40423523,0.385938575,-1.192416637,-46.15914676,-1.988307388,0.223256678,-0.386370061,22.50063873,-2.07371615,-477.08768,11.83222674,-0.060641177
GPC004300,0.36795216,-6.210317436,0.450042728,-1.735747767,-3.108763804,0.882995916,-0.288719364,-0.262259851,-0.063043616,-1.210478407,7.01355007841655e-05,-4.96276763,-0.093979739,-0.806521736,-12.12196067,-0.254277121,0.036320608,-0.182415943,-5.66392452,-0.630697258,-171.6617814,4.361996043,-0.009718485
GPC004310,0.559829108,-3.886366473,-0.298970482,0.593842178,-3.88619073,0.243074801,1.376571672,0.599008478,-0.343942902,2.035489683,0.178770972,-8.311072788,-0.098843794,2.107680072,-30.64828322,-1.284575484,0.149018251,-0.417705564,-7.1352184,-0.926954911,-132.5193302,6.847341288,-0.014901329
GPC004320,0.094230923,-5.543250011,0.518756171,-0.9191041,-1.358776379,1.315928014,3.225439842,2.16951328,-0.06885557,-1.222827222,0.015218361,-1.06524676,-0.011032799,-0.485631921,-7.277426914,-0.281335394,-0.049146407,-0.090827476,-1.912916233,-0.387045568,-77.82523164,27.786284,-0.007805877
GPC004330,-0.540364891,-11.58766257,5.858843782,2.567452765,11.37933342,2.98200963,1.311593402,1.315271636,-0.04297923,-3.512642564,0.09219509,-5.462176331,-0.104137824,-1.905704622,-1.241854502,0.381267217,-1.117261843,-0.033023669,-29.93986729,0.125495645,-100.5079882,6.644730206,0.005148992
GPC004340,0.496167152,-3.736683815,0.748652563,-0.633656262,-2.092587325,1.116965754,2.899167515,2.086449998,-0.059599024,-0.607735729,-0.032047177,-3.276678261,0.064971826,-0.071518072,-23.20761739,-0.970102026,-0.089266857,-0.252022778,-9.445935051,-1.067947481,-196.9104744,3.123948755,-0.019819721
GPC004350,-0.246446917,-6.780809272,0.299777189,-1.166689827,-1.228584731,1.772331054,3.778550547,2.755027068,-0.016623887,-6.179082769,-0.196400079,2.537205281,0.01858988,-0.882822379,-26.5235064,-0.142337838,-0.173780924,-0.252687893,-6.573120502,-0.864343269,-341.6381134,50.35882417,-0.007531113
GPC004360,0.489041245,-5.754530118,2.523978673,3.719591473,9.40638498,4.133926908,1.467044623,0.844934724,-0.150968344,-2.336455863,0.048323038,-3.704226458,0.160729825,-0.495296834,-24.0953996,-1.190078816,-0.678604826,-0.185388475,-17.53308774,-1.599028199,-183.9345631,31.35067094,-0.041266497
GPC004370,0.816422836,-9.341099349,5.662023014,7.465455977,16.21300033,6.411245648,7.621217338,5.594641626,-0.517122558,-7.122799179,0.074396017,-4.651417005,0.307203459,-1.411018488,-44.59755393,-1.87087379,-1.19761959,-0.372687346,-21.24192524,-1.624904715,-299.4268297,25.56259803,-0.025662096
GPC004380,0.28804841,1.161472011,-2.266711398,0.942591569,-1.044090111,5.760798118,5.665677972,3.060021247,-0.528674706,-6.193507702,-0.46343701,5.334888544,0.384237829,-0.831927037,-45.50166356,-2.059666817,0.15269143,-0.406942055,23.60797819,-2.065648184,-453.1306626,12.22265373,-0.056782307
GPC004390,0.736882872,6.987588046,2.167492982,4.43808248,6.691663437,5.680894922,6.692160113,4.512076292,-0.482601867,-6.276602114,-0.041778266,2.904073694,0.407500077,-0.680361699,-37.25010762,-1.871938531,-0.511116398,-0.157977921,13.71567954,-1.888476737,-367.5843903,54.17173488,-0.041693906
GPC004400,-0.646322695,-7.508897574,0.818186417,-5.476642031,-7.425309077,-0.139009367,-5.024842754,-3.036381895,0.293939472,0.989641836,0.078775963,-0.225225518,-0.198717191,0.25343763,13.91340196,0.907377837,0.18046089,0.128914647,-8.43539627,0.088743292,41.52841517,-6.423288344,-0.016590859
GPC004410,1.242101994,-3.72589034,1.285723422,2.754987003,4.695777219,3.668971384,4.111950263,3.577086152,-0.371948058,-3.078959595,0.045697996,-4.123744115,0.226298868,0.297540018,-40.18560821,-1.784003132,-0.314051307,-0.429747986,-17.97164684,-1.838382701,-280.0019164,25.58588635,-0.048507283
GPC004420,0.386276874,-2.709005345,1.922176365,-0.848891804,0.66699291,3.384052772,0.40879798,0.588263929,-0.189555046,-2.755830642,0.033086305,-1.253795021,0.076315384,-0.450243344,-26.39774811,-1.272874086,-0.119260531,-0.189007073,-11.09842914,-1.494732522,-219.3290442,33.37175891,-0.034568643
GPC004430,0.664014584,-3.79069786,-0.922208196,-3.017576758,-6.928611028,2.42583386,5.543345503,3.237828681,-0.155495786,-2.877598417,0.016576698,-4.852451894,0.103897642,-2.054466848,-21.72948516,-0.736219507,0.276040402,-0.22768833,-1.043309738,-0.573426238,-179.3423588,-9.777258323,-0.011071356
GPC004440,1.331633413,-6.626673608,0.617262745,2.267639819,-0.849060506,5.941683364,7.698598024,5.010324967,-0.793548514,-5.561441989,0.089988094,1.086020793,0.412173442,0.355613944,-39.79522432,-2.435639484,0.053829702,-0.536213319,-11.1828658,-1.990040007,-376.3451461,157.3402208,-0.06014548
GPC004450,-0.38973579,-9.984282389,-0.548765501,-2.364969697,-3.53239952,3.417730499,0.877848211,1.759009181,-0.72260426,-7.285870673,0.181149604,-5.579691532,0.314834985,-2.422682379,-39.73486981,-1.1651428,0.284977452,-0.257826577,-33.19581648,-0.887198429,-297.2909213,29.42634286,-0.031311313
GPC004480,0.785711319,-11.33638096,2.488903075,8.240861236,11.0196793,6.653476222,7.728699394,5.244727662,-0.606123796,-6.3650177,0.266030609,-6.778371809,0.313765122,-0.264262461,-42.16225764,-2.303343375,-0.674908631,-0.410543919,-36.28346562,-2.12770377,-330.6692925,144.8946103,-0.04782306
GPC004490,0.29502079,1.734067976,-0.326561562,1.763229364,-0.292975846,4.588371013,5.010219339,3.99668854,-0.214613015,-3.880883794,-0.134282996,4.554898817,0.351595135,0.447277492,-35.12134464,-1.596738903,-0.084571699,-0.317055257,0.643237907,-1.775503788,-379.4662996,29.73491753,-0.03777166
GPC004500,0.164182616,-0.883600852,0.858449438,-1.935885685,-3.424889835,0.255576566,2.290672312,1.506824941,-0.015539665,0.316407833,-0.001876512,-0.570799831,-0.05781317,0.088926864,-2.652834597,-0.233539449,0.073015484,-0.041127035,3.397401379,-0.627230623,-55.75030447,20.77383925,-0.011474237
GPC004510,0.187272668,-4.085161424,1.915959413,-0.695099905,0.814321246,1.214697382,2.558522638,1.559319532,0.012281419,-0.521376122,0.02628515,-0.973566593,-0.039580953,-0.249246728,-7.56248884,-0.29680713,-0.156163676,-0.087170896,-7.163107557,-0.501522406,-75.79349834,10.38165328,-0.017476056
GPC004520,-0.005982776,-4.003771567,1.634538371,0.276970926,1.374466486,1.545017303,1.658933257,1.162626849,-0.027610405,-0.596963391,0.064536888,-2.261127562,-0.017710823,-0.370735459,-5.061734671,-0.23260745,-0.175015018,-0.096746881,-9.510178369,-0.54114394,-65.9857109,27.75924663,-0.011042045
GPC004530,0.107961616,-5.399476908,1.120181349,-0.836570691,0.072610185,0.572133952,1.362207075,0.829131756,0.037054618,-1.402420785,0.054058155,-1.81131331,-0.015633818,-0.553215759,-5.638706493,-0.083640264,-0.055441622,-0.064695247,-8.062415651,-0.473499505,-56.94257914,8.822997664,-0.012873821
GPC004540,0.057165359,-2.039546201,0.766292925,-0.220813911,-0.426174085,1.487321109,1.401000858,0.820028265,-0.10226762,0.098515652,0.036569922,-1.042379636,0.018343435,-0.07042612,-7.595569681,-0.378114769,-0.097710227,-0.12186401,0.2342487,-0.632251582,-46.15794602,29.1660309,-0.018678572
GPC004550,1.684704097,-5.243779403,-2.261180669,3.4910185,0.859146911,5.770310069,4.239431018,3.902284637,-0.787074878,-3.654087155,0.120741823,-4.586295649,0.366932052,1.074144879,-47.33246637,-2.668252876,0.03115438,-0.531264251,-14.95810479,-2.21511934,-364.9927647,67.13883381,-0.069181738
GPC004560,0.969485211,-4.476109177,2.662724238,2.575204729,6.038822101,4.578106088,5.666194325,4.111185051,-0.366378327,-3.960635065,-0.003818584,2.944058175,0.220123839,-1.907777082,-22.28502515,-1.119660753,-0.411084227,-0.211514549,-3.525159157,-1.455659034,-240.6767873,26.98180438,-0.029263219
GPC004570,1.483695796,-12.16046185,0.154820748,7.447337972,8.162748169,6.848517477,5.038663928,4.382554384,-0.684429159,-6.67874493,0.160945243,-4.508563123,0.542499494,0.122004284,-51.50777938,-2.8727835,-0.369426317,-0.471023961,-35.6776126,-2.374845814,-400.3708357,101.8766148,-0.071809611
GPC004580,0.928089076,-5.264491728,0.632044046,4.753197751,4.319793845,7.668125111,6.689442804,4.613952674,-0.632315121,-5.595208456,-0.080774209,1.310946685,0.536190307,0.545787995,-39.47097222,-2.192459154,-0.463620913,-0.467004401,-5.218296906,-2.115878861,-426.8222633,178.3291699,-0.043841538
GPC004590,-0.031340742,-4.438285291,1.059737915,-0.57760287,-0.739772967,1.341643821,2.115228507,1.429485536,0.020215004,-1.409805097,0.005366065,-1.064221888,-0.020312188,-0.462024569,-6.180322399,-0.086154392,-0.088909462,-0.013201483,-8.017582638,-0.437835759,-69.29003454,11.74897854,-0.010465763
GPC004600,0.216341648,-1.482703403,0.435792871,-0.84818186,-0.891364842,1.446088097,2.410286881,1.645954986,-0.096404387,-1.969710859,-0.043806557,0.234839885,0.086649777,-0.729815693,-12.35971971,-0.476191875,-0.033930295,-0.174626845,1.186809604,-0.583047498,-122.2631045,0.976736635,-0.017057316
