Line,GEBV_Brix,GEBV_Axis_length,GEBV_Immature_fruit_external_color_a,GEBV_Immature_fruit_external_color_b,GEBV_Immature_fruit_external_color_L,GEBV_Fruit_external_color_a,GEBV_Fruit_external_color_b,GEBV_Fruit_external_color_L,GEBV_Fruit_fasciation,GEBV_Fruit_maximum_length,GEBV_Fruit_load,GEBV_Flowering_time,GEBV_Fruit_pungency,GEBV_Fruit_shape_index,GEBV_Fruit_weight,GEBV_Fruit_maximum_width,GEBV_External_immature_fruit_color_green,GEBV_Locule_number,GEBV_Total_plant_height,GEBV_Pericarp_thickness,GEBV_Total_fruit_weight,GEBV_Total_fruit_number,GEBV_Fruit_predominant_shape_oblate
GPC000010,-0.300580665,-2.899924479,-1.110575613,4.869778573,1.689580612,1.514339925,-1.936619945,-1.722356832,-0.169278067,8.86584172,0.278250472,-4.451879649,-0.122714649,8.290384276,-21.74358251,-1.600029578,-0.229315975,-0.458548802,-7.986284626,-1.243117353,-53.57620267,6.680496055,-0.034203626
GPC000020,0.090256643,-6.964091265,1.706400206,-4.044191835,-4.694670908,-4.561600219,6.052073103,4.240061364,0.531965552,-4.99199164,0.043080548,-3.37399105,-0.361927558,-3.174599845,39.93869462,2.642724138,0.077700219,0.426153508,-7.760178957,1.117233766,104.655298,-13.29266686,0.051629814
GPC000030,-0.552979583,-8.021254549,0.844114738,-1.463314827,-2.01912582,0.428176596,-3.911013455,-1.771950905,0.705069703,-2.528050086,0.09093105,-0.469062012,-0.393623128,-2.617344172,15.3317842,1.570394698,-0.240430416,0.512364256,-18.00036061,0.456819127,104.8327756,-0.18355362,0.030052252
GPC000040,-0.924666331,-4.327207588,2.522391369,2.087156021,3.476518572,-0.482000625,-1.639379054,-0.675604984,0.720781483,0.698094353,0.086018978,0.428962498,-0.424185574,-2.178499989,28.71865348,2.070047488,-0.820124969,0.502505779,-15.53888378,0.59345597,144.5632096,-10.45394561,0.022024942
GPC000050,0.082778933,-5.707646236,0.214223828,-1.84204162,-4.050568001,-1.155952536,-0.546303832,-0.419922157,0.716107625,-3.175347945,-0.015306192,-2.115450888,-0.331483303,-2.771567863,17.93035428,1.660373989,0.097784878,0.290356776,-13.67050931,0.201882023,18.63165754,-9.38256811,0.01858372
GPC000060,-0.664808586,-11.97502001,3.238720999,5.623945076,11.28430357,0.676204432,0.702516615,0.7883917,0.41957331,-1.653141778,0.040394786,-5.95639844,-0.508818165,-2.964632094,24.98160233,2.001864741,-1.393102621,0.286878778,-31.2057647,0.951387696,70.12448252,-8.433053792,0.059699459
GPC000070,0.608647322,4.367458195,1.000266218,-4.251244308,-7.606029996,-0.557939905,-2.30741869,-1.795032111,0.467510361,3.366777896,0.077567246,-4.500185525,-0.279751199,-0.054070067,-9.249447491,-0.089530779,0.227370379,-0.219736113,7.884092316,-0.73679825,-14.38336532,-11.30684313,-0.024659798
GPC000080,0.324648696,1.651717608,0.800027669,-1.685528624,-4.729283215,0.623976241,-2.771215253,-1.869597949,0.268996153,1.319592382,0.015425549,-4.608883349,-0.129821717,0.067254478,-15.90688109,-0.349163678,0.061015088,-0.346726063,7.204550842,-0.754072138,-53.52011375,-8.100474402,-0.023986868
GPC000090,-0.292056336,-2.703457816,-1.113244743,4.908955031,1.829080696,1.425330286,-1.974223066,-1.744262553,-0.167788032,8.850278216,0.274944272,-4.267235608,-0.131198272,8.209088183,-22.2025293,-1.610416564,-0.233881416,-0.44798736,-8.448838701,-1.269372609,-51.12178551,7.418228052,-0.034171031
GPC000100,1.098122639,5.683194899,0.756370052,-3.936382347,-6.420025901,-3.540940886,-2.132941628,-1.234701553,-0.12479531,2.716059077,-0.122752613,-4.40998133,0.169884446,2.334674535,-20.54932509,-1.408826303,0.396916549,-0.427623846,22.55658389,-1.633468662,-181.4693264,5.831178696,-0.041105824
GPC000110,0.04460059,-0.641441944,2.166332572,-4.677528048,-8.102493136,-0.48986303,-3.671641503,-2.080738779,0.460073983,3.10044452,0.009672968,-1.810784034,-0.265767674,-0.116776141,3.252337562,0.259229389,0.283705798,-0.171264787,-1.466342482,-0.391144839,-42.23788554,-4.460497283,-0.022837114
GPC000120,0.439986383,-7.082298145,0.70902772,-2.378643143,-7.929596503,0.747053461,0.542366534,-0.291896599,-0.30121273,1.93064283,0.260427632,-10.58274562,-0.12739805,2.087481861,-26.30572218,-1.063373314,0.417666559,-0.339030339,-18.01822029,-0.712869605,-108.668722,14.83447913,-0.014425693
GPC000130,0.17814304,0.638982907,-1.977170814,-0.469343833,-2.493026556,5.175073875,5.4751287,2.976159534,-0.59461158,-6.544357372,-0.495678564,6.122014998,0.431268759,-0.984533623,-46.02650656,-2.028014736,0.284148721,-0.352379088,21.30846477,-1.977086079,-469.8271694,6.652438016,-0.059801529
GPC000140,-0.757960788,1.850009614,-0.75342825,-0.881872179,-3.468636267,5.910967357,5.697992499,3.398825158,0.236049552,-1.978226712,-0.045016821,6.381894178,0.289003497,-0.178847452,-38.46102665,-1.465297943,0.217700058,-0.434648778,-5.051771633,-1.885613367,-405.5241359,-10.44078146,-0.052679617
GPC000150,-0.97341483,-7.170935784,1.587066319,-5.974053554,-9.112453038,1.467025279,1.445657584,0.886300158,1.525309089,-2.214613903,-0.17286347,6.913024797,-0.096740284,-2.46254351,27.33105711,2.829598348,0.022772224,0.999346554,-26.81530635,0.265480816,-162.6274474,-13.6607836,-0.02109469
GPC000160,-0.820685927,-11.05475847,2.862900565,-7.0375212,-6.62088492,-4.15260777,-3.513264735,-2.045709694,0.760532643,-0.19974993,0.036150207,-2.755079436,-0.575071817,-2.259633444,89.34594581,3.544239929,0.156925332,0.478092776,-29.40347691,1.833159212,303.291931,-13.83911846,-0.008724108
GPC000170,-0.438618971,-11.04969168,1.328173093,0.888236708,1.116197042,0.020466574,-1.453943966,-0.772732818,0.439190369,0.736551889,0.159822038,-5.239187595,-0.347911686,-0.999729774,13.61050219,1.178031381,-0.514697425,0.161565785,-17.82096732,0.147701415,64.18460758,-9.276600402,-0.002615081
GPC000180,-0.71425319,-10.47593346,3.061168884,-6.597879008,-5.677902714,-3.607062857,-2.795132633,-1.81599058,0.418764117,-0.422824363,-0.031705833,-2.260721445,-0.58413798,-2.159320375,89.38658708,3.487052141,0.095410725,0.425020722,-20.82851325,2.102694928,288.7611592,-9.849137927,-0.021977977
GPC000190,-0.910845722,-4.208563328,2.302050153,-5.787366901,-6.913336021,-1.238074936,-1.621623851,-0.568230465,0.379073858,-3.190003321,-0.057831665,1.733888148,-0.362245928,-2.842513011,36.48511397,2.080538882,0.314038361,0.266873177,-4.765527812,0.94870905,68.22336745,12.07845675,0.00047743
GPC000200,-0.789882,-9.352530661,3.676891347,6.039945792,12.32001244,0.70590927,1.482612274,1.080283006,0.239072439,0.027377021,0.076441009,-3.912867958,-0.421653014,-1.942676907,24.96666297,1.67156435,-1.420839543,0.265142505,-26.80141476,0.719607916,38.04626035,-15.92686048,0.052065129
GPC000220,-0.622861803,-0.703203606,0.510299119,-3.241499367,-3.547884319,-2.106842547,-3.430895104,-1.889629065,0.324565366,-3.317185517,-0.067793892,1.864488307,-0.353596263,-2.156365261,37.83011361,2.132382097,0.114576032,0.432367167,-7.837992174,0.852227451,80.02806503,-23.67797475,0.005069019
GPC000230,-0.866069465,-8.97233069,2.894276514,1.439571329,3.25768115,0.109367978,-0.777296677,0.094890112,0.181500474,-1.211828941,0.052893048,-6.043105743,-0.481869849,-2.44635573,27.12127386,1.755422657,-0.778095906,0.251528792,-29.06638076,1.091812711,41.98413215,-4.982693614,0.071206486
GPC000240,-0.772293392,-7.156167766,1.408468297,-1.85600458,-3.095526033,-0.941098091,-0.866469412,-0.618680529,0.671206115,0.887395709,0.094649232,-1.533288421,-0.481800374,-2.068939804,47.60449753,2.375791649,-0.156144094,0.405415821,-11.77965308,0.734615115,159.3960142,0.871857594,0.005282439
GPC000250,-0.814944528,-6.223718009,1.838613794,-2.540232617,-4.583561459,-1.597898965,0.952750561,0.582629252,0.703509613,5.487716588,0.088785905,3.887081523,-0.474351844,-1.839330271,49.80364896,1.744419998,0.051923479,0.441703474,-2.121543805,0.267400687,136.0920807,-6.254909941,-0.011325888
GPC000260,0.021082182,-4.506845941,1.378741197,0.432899138,0.511065079,-0.990974731,1.44332077,1.467498805,0.455423627,0.004555629,0.028561013,0.404528431,-0.280153176,-0.467769193,12.23171319,0.817621008,-0.031331048,0.30835649,-15.53686574,0.323932364,-42.36559799,-4.961121065,0.034756939
GPC000270,1.158737318,2.347946733,0.881774153,-1.791292231,-4.489482753,0.318951116,-3.864478116,-2.499857141,-0.277354973,0.909541728,-0.052481559,-3.473634318,0.173833406,1.861394717,-28.3418891,-1.551029516,0.236510405,-0.435316191,10.27003349,-1.768517682,-188.2694817,-21.99275804,-0.056068998
GPC000280,-0.542874261,-9.614819628,3.00212999,-6.977879379,-7.023338715,-1.710990748,-0.209732598,0.199335315,0.71098646,-2.17650817,0.056636714,-5.458342725,-0.463853255,-2.478094306,33.12488191,2.386129404,0.200411237,0.24298309,-17.5803978,0.491727753,105.88334,-12.82078123,-0.015898789
GPC000290,-0.746170725,-7.516585696,3.254594323,-6.394305018,-4.736572906,-3.174399151,-1.586908636,-0.444697205,0.689205125,-0.610632725,0.043240991,1.814200457,-0.583438499,-2.710964503,76.76747281,3.353896634,0.106519397,0.417130495,-19.24918291,1.667909858,244.674645,-6.743231231,-0.005994299
GPC000300,-1.14588054,-2.706570004,3.293595274,-8.074520984,-7.813610635,-2.747788585,-1.913872245,-0.704207652,0.418410002,0.635777879,0.077325785,3.337320571,-0.558362168,-1.98885691,68.37815858,2.797101699,0.24557333,0.319129471,-13.82524759,1.865488593,210.1091839,-14.74411703,-0.02282856
GPC000310,-0.821230725,-8.515857576,5.027139824,-0.46227675,6.136162186,0.163961268,2.350502453,2.190410111,0.174353195,-4.218724977,0.091599638,-4.472043698,-0.244196993,-3.43236787,19.94650731,1.871376488,-0.939001875,0.301465611,-13.96457022,1.11269482,24.62975355,-2.161160229,0.053665504
GPC000320,2.655427129,-10.47676376,-0.385246666,6.673249551,6.973661787,7.471116758,2.490860922,2.728631485,-0.741210077,-4.230965786,0.161930682,-6.804469195,0.450316653,1.793282216,-59.82002012,-3.404818234,-0.354830629,-0.666540135,-28.20201375,-2.804811467,-422.236886,82.87356695,-0.079147828
GPC000330,0.597238685,-3.404656863,2.116663353,0.435804556,-0.076675592,7.2878942,4.708975078,3.450604941,-0.598794306,-7.623618067,-0.100611499,1.812461653,0.394114146,-1.993874303,-37.86944986,-1.702610645,-0.123116934,-0.137162534,-10.60947622,-1.386902891,-394.5114385,32.39825348,-0.018995321
GPC000340,1.198046545,-11.69035474,13.94002775,3.452272965,12.49936866,8.053947563,6.623404463,4.710289777,-0.81757445,-6.227317473,0.191968109,-3.750348418,0.283540006,-0.934449994,-42.46167288,-2.338423204,-1.48069974,-0.380132673,-11.52944482,-2.238300974,-308.361622,121.7377932,-0.053746583
GPC000350,0.584131771,-3.294071208,0.912075623,-2.479243284,-3.76669974,-1.075475278,-1.756640625,-1.164443204,0.087292912,1.37899995,0.03472242,-5.136757296,-0.158449943,-0.753202862,-6.787255866,-0.329370083,-0.02683549,-0.377097285,-3.195362693,-0.819071945,-52.75285706,-15.78013039,-0.034807574
GPC000360,-1.208171808,-6.986917159,3.563300254,-6.662305894,-7.769353518,-2.987033874,-0.574137652,-0.085156811,0.240211159,0.06104129,0.118529439,1.482744285,-0.526867333,-2.128794722,53.02674679,2.353634418,0.026836369,0.223270469,-9.346132576,1.491078121,328.621339,-10.32744998,-0.029827444
GPC000370,-0.123896362,-4.930339363,1.542920003,-3.716544003,-3.378701199,-0.590765008,-1.878388277,-0.795655811,0.31629514,1.373227128,0.010028647,1.582314456,-0.368625062,-1.448775135,6.432168547,0.614289418,-0.003978042,0.135856602,2.598573245,-0.003912909,20.31165771,-20.94296108,0.011194151
GPC000380,-0.43005304,-3.10841487,3.280821069,0.268860575,7.888648673,0.315663263,1.513297654,2.219810228,0.28287233,-5.492420643,0.086931548,-0.916123808,-0.086343724,-3.650996964,24.5869361,1.385425751,-0.499828823,0.038885648,-13.55741072,0.228773856,-3.055865561,-2.645354605,-0.010868584
GPC000390,0.344507481,2.558750208,-2.579966058,-0.371222875,-3.155591957,5.27390493,4.972159188,2.690804442,-0.566127621,-5.561333625,-0.490997186,5.979006307,0.380653266,-0.745724618,-44.52468495,-2.006299111,0.315442576,-0.399993993,24.6719324,-2.029703976,-450.2313897,13.98654002,-0.060514387
GPC000410,0.316316872,1.201483107,-2.291209966,-0.007824432,-2.049774901,5.542289497,4.464581851,2.392045492,-0.509556918,-5.514031888,-0.49564074,6.243308529,0.367527646,-0.590868082,-45.18047316,-2.031212695,0.230069387,-0.402171479,23.17986891,-2.099418133,-456.3929801,7.451434055,-0.059611589
GPC000430,-0.786688391,-6.167622362,3.029738798,-7.464821021,-6.242970411,-3.099573239,-2.568963441,-1.066015353,0.756200529,-1.452737437,0.073677237,0.792090312,-0.613152325,-2.854487641,79.26909563,3.487821088,0.191118033,0.525023924,-20.36808719,1.775844176,271.0646996,-13.50397626,-0.004182879
GPC000440,0.566652167,-1.307624976,2.167146808,-2.792379518,-1.716112096,-0.789482612,1.661526494,1.551240077,-0.15730572,-1.119619724,-0.00916055,-1.629407743,0.095677148,-0.308889761,-10.66180652,-0.721757294,-0.067080835,-0.151340646,5.337736144,-0.537017942,-87.18219359,-10.01966554,-0.033253739
GPC000450,0.9494301,6.426955317,0.59029584,-4.545312737,-8.204686146,3.162511099,3.33554273,2.451210853,0.256144794,-1.492291157,-0.229548915,5.141450352,0.145539907,1.374695903,-26.84070955,-1.006534045,0.479205128,-0.269453431,15.91424478,-1.74767374,-343.0833084,-16.64445247,-0.040642897
GPC000460,0.427568276,0.525406577,-2.449377343,-0.00594762,-2.324292292,5.528618537,5.910215869,3.290681255,-0.637203718,-6.606023752,-0.500689211,6.268983873,0.437454357,-0.730052644,-48.6014012,-2.193712832,0.275503081,-0.431725406,24.41338513,-2.079473661,-469.7958044,8.357694913,-0.061080378
GPC000470,0.270139979,1.41799431,-2.303735797,-1.988080414,-5.590258865,3.766774858,4.316392648,2.613980983,-0.499946491,-5.489961284,-0.352944663,5.746739277,0.234604494,-1.15237697,-41.17711152,-1.718953123,0.479789673,-0.422050287,20.33098982,-1.454624314,-366.0515578,14.17139654,-0.046499234
GPC000480,0.445814426,-6.637988029,0.783379775,-2.927932301,-5.399421023,0.997284881,1.512803543,1.095096991,0.335619316,4.616805055,-0.048081906,-1.529709032,-0.208935822,0.974454465,-6.23865818,-0.034644598,-0.054233222,0.076861426,6.240068985,-0.557768755,24.03937917,-8.607117905,-0.012591888
GPC000490,0.36629349,-0.261059701,-1.794372635,-0.509305705,-2.530652633,5.404532398,5.108594232,2.768572547,-0.568469068,-6.333861465,-0.477308451,5.400713768,0.403977718,-0.751528556,-47.01839329,-2.066257806,0.298027674,-0.413524233,23.24106118,-2.001950656,-455.4333869,10.46721397,-0.056019692
GPC000510,0.233239886,1.582666975,-2.457673,-1.636576657,-5.071142779,3.887455335,4.435411028,2.648950951,-0.477484856,-5.660527049,-0.361485287,5.496304585,0.251562952,-1.400915279,-41.57325167,-1.653881611,0.454403323,-0.399835507,21.19423903,-1.431478384,-358.261191,12.91327086,-0.045438337
GPC000520,0.799783803,0.595428086,-1.323057516,-1.113126897,-3.260233218,3.864594303,0.845783,1.260600644,-0.470603385,-1.0746955,-0.061711842,0.021054622,0.281847871,1.506984896,-59.0184397,-2.681133614,0.198119371,-0.489260389,7.938442629,-2.324807609,-364.5443016,25.10416596,-0.06433177
GPC000530,0.260819099,1.232961924,-2.247070685,-1.791117368,-5.230176778,3.813113579,4.459086217,2.719774657,-0.495633789,-5.723175768,-0.359618628,5.62067501,0.241363497,-1.158709607,-42.26434686,-1.727241839,0.460877959,-0.417271249,20.3213723,-1.476290398,-370.9625572,12.89347142,-0.044823778
GPC000540,1.232134002,-11.62655635,13.98924686,3.43155085,12.35917368,8.010884126,6.771357338,4.827091136,-0.818088861,-6.302838969,0.184938513,-3.646756964,0.285787866,-1.024735079,-41.9484643,-2.305427991,-1.478649782,-0.375030114,-11.27540583,-2.218604027,-309.2585301,125.0703025,-0.053675318
GPC000550,-0.724247403,-7.298035902,1.219708946,-1.153907486,-2.013514426,-1.507463617,-1.4208969,-0.484477648,0.844865434,-3.040918222,0.032576097,-0.949346012,-0.498136144,-3.58063173,31.84508886,2.543693346,-0.406582009,0.518429534,-11.6192457,0.799813045,133.2045095,-18.55340269,0.036203615
GPC000560,-0.81277285,-9.752413315,3.83076593,-9.793621547,-8.613264071,-2.903306807,-4.223824115,-2.520710844,0.630791189,-0.564266405,0.00729746,1.045368244,-0.611369138,-2.871482286,101.5155953,4.097689663,0.25710963,0.544607153,-30.07593129,2.240042613,223.9886072,-22.16982851,-0.030323047
GPC000570,-1.126565048,-5.51863798,3.08162003,-9.311377622,-11.008785,-2.05988352,-4.556495645,-2.946792368,0.752469955,1.152460097,0.035837362,1.040738853,-0.682976467,-2.380887608,66.1163603,2.914520291,0.428680863,0.442790608,-9.783465733,1.008766659,218.3949837,-9.442213656,-0.029455095
GPC000580,-0.869342524,-10.00235713,2.343261515,-6.518803086,-6.073811277,-3.339221029,-3.203260582,-2.054104994,0.425034098,-0.274118132,-0.027267692,-1.143192054,-0.575029683,-2.398186565,90.46670742,3.521394914,0.131116158,0.460273803,-18.39808566,2.043263022,276.457999,-19.7693321,-0.021608375
GPC000590,-1.097288718,-6.395553732,1.722325545,-4.403150377,-5.105637739,-2.594934327,0.662552128,0.704734502,0.939805484,-1.259607583,0.064480812,-2.213249346,-0.620816331,-3.628768793,45.20676274,2.626535504,0.051658284,0.687329964,-11.75934061,0.693353814,178.1091136,-18.81361814,-0.000426351
GPC000600,-1.076841039,-5.472536099,1.724257826,-7.3319936,-8.663287892,-1.590123097,-2.645983878,-1.710257479,0.677797171,-0.035581844,0.011351563,0.006263886,-0.589147829,-2.984431456,65.47174398,2.91507354,0.320248469,0.475608922,-8.083855821,1.111559667,149.3670314,-10.20289341,-0.014759131
GPC000610,-0.655241119,-6.059809801,3.777546981,-8.577093821,-7.645271142,-2.662522421,-2.972318736,-1.74769343,0.700010615,-1.187428071,0.068993652,0.2855698,-0.603330367,-2.585418282,87.55385109,3.594470755,0.211256286,0.605333405,-20.54694189,1.871956427,281.9327058,-11.24850976,-0.014052684
GPC000620,-0.723434135,-7.796949934,2.257217453,-5.493505797,-5.774693637,-1.578922132,-5.759346158,-3.360034645,0.44116186,0.708979074,0.027188092,0.598852802,-0.261850903,-1.203261774,40.25592284,1.966267558,0.095492375,0.351291884,-9.436132401,0.842015102,188.2411994,-2.515625377,-0.002944283
GPC000640,0.342615841,1.031892455,-2.360096788,-0.120704671,-2.82388168,5.846620141,5.024741657,2.695260763,-0.611532049,-6.085873315,-0.508886189,6.478888041,0.39599997,-0.690189983,-47.33821005,-2.102789536,0.239397747,-0.388390762,24.63392196,-2.093625058,-471.0720259,14.39886846,-0.062085161
GPC000650,0.322214552,0.182987352,-2.513559501,0.350139576,-1.625026785,5.526188612,5.748595755,3.213238301,-0.527663378,-5.659150246,-0.481986267,5.522368791,0.409602128,-0.631737157,-48.08093327,-2.149631213,0.187663129,-0.367594887,23.49630255,-2.121758268,-453.3767167,8.948215741,-0.059574322
GPC000660,0.43120726,3.587857235,-2.676512148,5.460274139,2.628331822,7.738105999,6.413388893,4.69819751,-0.371701477,-2.510818813,0.009055812,0.669251901,0.498734654,0.955118244,-60.05257139,-3.13260083,-0.176627179,-0.612448702,28.41343285,-2.9342453,-404.5399857,20.94446242,-0.05804898
GPC000670,0.032859398,4.609494947,-2.816255699,-1.234265354,-4.794261355,5.106412599,5.304690039,3.429047679,-0.396934175,-6.931578705,-0.435439416,9.042872937,0.328954807,-0.962536876,-46.36435531,-1.854827483,0.368820649,-0.428367385,24.64138745,-1.839998718,-480.4144603,6.701660454,-0.047533123
GPC000680,0.356109293,1.30194477,-2.48505338,0.134118278,-1.936270499,5.628514369,4.728083446,2.55287974,-0.560586504,-5.412235716,-0.490677812,5.878361915,0.384837688,-0.535172629,-46.94240219,-2.084968572,0.236019838,-0.42514526,23.30684842,-2.081785881,-456.2995826,8.546933803,-0.059571818
GPC000690,0.255699286,1.823238976,-2.310019808,0.378577507,-1.806258309,5.517990337,4.60699061,2.516486565,-0.604075383,-5.97917428,-0.495537983,6.228162805,0.401004707,-0.599105321,-45.60752622,-2.09070131,0.218157762,-0.410964294,25.53877514,-2.057702795,-470.1374896,7.715088631,-0.061555042
GPC000700,0.542429358,2.348366302,-1.432848961,-0.879665063,-2.61024553,3.027260941,2.381832663,1.434937127,-0.327132764,-3.934557185,-0.328674179,3.629402872,0.261276088,-0.384744882,-41.31864592,-1.744550942,0.326988175,-0.369579689,23.91392168,-1.655551737,-324.9430265,15.43950591,-0.036215552
GPC000710,0.250561261,0.769036019,-2.270449671,0.037745113,-1.979935962,5.577827637,4.752802203,2.523725073,-0.493875844,-5.516745021,-0.503565016,6.532242392,0.382937308,-0.877232155,-44.11084237,-1.927356408,0.207742198,-0.39307163,21.76828027,-1.997187365,-450.5872702,9.820584889,-0.057411051
GPC000720,0.416877154,1.520011759,-2.236598436,-0.558160362,-3.828435148,4.15605989,4.840738072,2.734628677,-0.453064158,-5.433791474,-0.40579725,5.266760687,0.301303652,-0.690122804,-38.59950147,-1.886304266,0.340325896,-0.395214254,16.74858767,-1.916089438,-448.7638974,8.649228687,-0.052867979
GPC000730,0.348087129,4.345463951,-2.503022372,0.35484985,-2.157021807,4.533922499,4.301528896,2.478015383,-0.52707671,-5.756371727,-0.407614093,5.812026368,0.286912158,-0.718073718,-40.93521472,-1.885345319,0.193206994,-0.35851062,20.24931286,-1.864036866,-441.2685411,-2.943907729,-0.055280754
GPC000740,-0.925629737,-7.070872181,1.57855272,-0.176431001,-1.12839626,-1.283971794,-0.831526525,-0.984175914,0.556767806,8.060732837,0.166060068,-1.278282661,-0.543816752,-1.447096526,58.03930845,2.059976532,-0.183939293,0.200595124,-7.037239664,0.818833884,221.7390358,-12.11990744,-0.047021941
GPC000750,-1.047916082,-7.43154991,1.740685714,-4.110816311,-5.534617639,-7.728788247,13.060343,8.122606468,1.368534458,0.552982376,-0.115737574,1.645681288,-0.471302311,-2.18230195,51.20573558,3.130871449,0.085432484,0.556018974,-24.49412832,0.184169972,161.366784,-15.00367437,0.008036772
GPC000760,-1.067102685,-6.653536705,1.692737899,-4.211311933,-5.830985915,-8.027924598,13.61845079,8.420228013,1.417074392,0.830300347,-0.108787557,2.266298692,-0.490108842,-2.24288352,53.40166007,3.217225744,0.107802624,0.575524738,-23.97979682,0.206842419,163.9432265,-14.47078247,0.008092106
GPC000770,0.029183122,2.322289468,-1.325619236,-3.372122044,-8.923265091,3.187703167,4.823826007,2.430610489,-0.490268479,-2.384301926,-0.293342264,5.715853593,0.24392549,0.371594323,-33.38228459,-1.214335429,0.392417552,-0.359820333,25.01010941,-1.544372265,-406.5244703,9.711962998,-0.05271551
GPC000790,0.721940883,2.339411522,-2.02027672,-0.21070478,-4.812936911,4.042567923,4.913782675,3.850721004,-0.121526629,-4.719229465,-0.267615552,8.695824826,0.323171836,-0.224520508,-51.13574743,-2.060191572,0.391581833,-0.349268993,18.39872273,-2.178864186,-502.3928025,7.689473329,-0.05012214
GPC000800,-0.402254577,-0.667441082,-0.023979703,-3.154120129,-6.210886652,2.571524095,5.910318608,2.943890796,-0.479775904,-2.522680047,-0.350077563,6.469355801,0.189262816,-0.701467683,-26.47752114,-0.770282104,0.237005902,-0.31100796,21.6677642,-1.478341009,-452.7261399,6.80144946,-0.051936191
GPC000810,1.282854775,3.498202593,0.051596855,-3.325894382,-7.114376361,5.273462467,7.067376768,4.789746292,-0.469803009,-6.348405257,-0.218747131,4.533292546,0.377186284,-0.812892022,-40.95615177,-1.885680699,0.489923764,-0.393257383,17.24703557,-1.741439911,-448.6216952,2.224208077,-0.048203488
GPC000830,-0.004147393,3.331144315,-5.418374513,7.339612568,3.995112273,5.004226423,3.445282569,2.582506363,-0.20138949,-5.347334685,-0.272967586,3.123005077,0.382381354,-0.223363756,-41.43677439,-2.278478032,0.238275172,-0.256550075,15.5831945,-2.223303071,-433.3558277,21.22921669,-0.045855302
GPC000840,0.439895919,-0.566325076,-0.827032028,-1.892669659,-2.997009031,1.123832014,2.598419318,1.803838857,0.091957403,0.696703114,0.113178979,0.156544895,-0.039936997,1.467041406,-4.768539424,-0.402863404,0.180397969,-0.127803429,5.605202901,-0.682561637,-40.54712112,-4.625679987,-0.027217038
GPC000850,1.210357047,-3.117923456,-2.609831723,2.99654558,-2.949171761,3.377437697,2.956413176,1.443247684,-0.550780061,-3.934958709,-0.13367216,-3.872389892,0.314372329,2.843016101,-42.99245961,-2.496063503,-0.445749967,-0.605031329,12.75551392,-2.354807921,-403.2564827,14.55921659,-0.03854831
GPC000870,-0.42079773,-0.910672744,-0.531567719,-2.881589426,-6.305504626,3.36409669,6.474264264,3.492676128,-0.670351827,-2.317618045,-0.339364014,6.233989047,0.286943117,-0.268909782,-36.81181616,-1.259380473,0.310565345,-0.482127855,21.32585467,-1.628499382,-480.4554522,2.960012172,-0.057191253
GPC000880,2.037338847,3.847325239,0.959134441,-1.144626955,-1.866822072,5.140684437,6.676843552,5.019499924,-0.594918661,-7.714018208,-0.235289224,10.07464642,0.394141569,-1.677801926,-39.80696932,-2.044565143,0.341205637,-0.486902953,22.48052733,-1.635420811,-422.6378558,-12.90598164,-0.039476534
GPC000890,0.968634046,3.404331688,1.369992305,-2.388346835,-2.802676224,0.429764094,0.33657784,0.596585768,-0.247887507,-1.636794003,-0.108127008,-2.230093893,0.099827012,0.669046786,-26.70911265,-1.263580487,-0.039873675,-0.301202706,8.80626225,-1.291161435,-244.0986551,-11.03751016,-0.050497046
GPC000900,1.355709047,-3.997507236,-0.516085658,1.455584377,-1.346766458,3.499649191,4.311065407,3.062773327,-0.414780901,-3.821153752,-0.090106813,-1.362278461,0.357990518,1.341381546,-48.95621882,-2.107195705,-0.08862759,-0.408111303,8.343072729,-2.182003256,-367.8743444,7.184654765,-0.026614747
GPC000910,0.903634402,1.693122204,2.561631427,-3.938567656,-4.501573678,-2.705204789,-4.498286104,-2.349152502,0.10527225,3.155875833,-0.089845796,-4.932974967,0.009858439,1.699315225,-12.58193986,-0.63098695,0.140632416,-0.397211311,10.23845968,-1.202846365,-59.51177313,5.385681324,-0.037217954
GPC000920,-0.569201236,-10.08678584,3.015123115,-0.755429476,0.617958746,-0.395881513,-3.803386342,-2.376653978,0.530273705,1.889792999,0.131284141,-7.170403068,-0.33891554,-0.432204914,11.37264909,0.938107238,-0.532377155,0.049332541,-5.876646109,0.126411673,133.256646,7.37685043,0.006030159
GPC000940,-0.09895501,2.388265395,-1.503764543,-4.583905669,-9.993558172,4.329261218,5.493812308,4.11840238,-0.041340584,-5.700622583,-0.393479361,12.40513264,0.251689091,-0.938956701,-46.4171346,-1.639490442,0.645172307,-0.337683926,15.70134583,-1.744623961,-541.6814866,10.94996128,-0.061445227
GPC000950,1.176214929,-1.368216256,-0.795510148,-4.450888194,-6.918544712,2.346111879,2.954018982,2.281113392,-0.197607199,0.48254762,-0.171724796,1.930446469,0.223246637,2.073476096,-38.21795644,-1.877451465,0.425965828,-0.442040672,21.19097665,-1.89777175,-320.7477913,13.94597066,-0.045506797
GPC000960,0.479794123,3.821864105,0.070395916,-4.834626299,-5.7211126,3.983342369,-0.437036298,0.503901961,-0.541842834,0.522552225,-0.172027758,-0.265152265,0.343070559,2.224218286,-40.9779222,-1.940078992,0.325610761,-0.464927086,19.74709782,-1.527543185,-307.1822028,-16.15577062,-0.043277626
