Line,Group,GEBV_Brix,GEBV_Axis_length,GEBV_Immature_fruit_external_color_a,GEBV_Immature_fruit_external_color_b,GEBV_Immature_fruit_external_color_L,GEBV_Fruit_external_color_a,GEBV_Fruit_external_color_b,GEBV_Fruit_external_color_L,GEBV_Fruit_fasciation,GEBV_Fruit_maximum_length,GEBV_Fruit_load,GEBV_Flowering_time,GEBV_Fruit_pungency,GEBV_Fruit_shape_index,GEBV_Fruit_weight,GEBV_Fruit_maximum_width,GEBV_External_immature_fruit_color_green,GEBV_Locule_number,GEBV_Total_plant_height,GEBV_Pericarp_thickness,GEBV_Total_fruit_weight,GEBV_Total_fruit_number,GEBV_Fruit_predominant_shape_oblate
GPC042610,Core,-1.153918393,1.54114482,2.235009659,-4.904702949,-4.107066043,-5.490285442,-1.330413743,-2.280061268,0.293084697,5.867036193,0.080633179,3.119469646,-0.205640388,2.559538983,18.70497282,0.398683379,0.317866438,-0.151972886,18.81716383,0.160410081,190.5536107,-17.8977394,0.01364782
GPC043060,Core,-1.396174432,0.052526823,4.160004919,-5.79072613,-5.59006863,-8.99228543,-0.919252401,-0.510881441,0.75828105,2.694619723,-0.118612424,6.81136886,-0.738575156,-2.00825539,66.95382477,3.052917742,0.064372894,0.634716245,0.231285486,2.034045783,248.6645338,-30.95052311,0.048138383
GPC043310,Core,-0.80375179,1.28176679,2.250258894,-6.442175536,-7.64687612,-4.977941859,-0.917686779,-2.351330225,0.179822445,1.887342301,-0.063259873,3.133420786,-0.525429208,-0.761369231,39.92956677,1.650874177,0.376975459,0.300055218,4.517313615,1.475746342,115.4074066,-19.10380874,0.029090912
GPC043540,Core,-1.598911966,0.425764713,4.177495984,-6.414729683,-6.08718093,-10.26017622,-0.898242896,-0.177670839,0.844138139,3.530738084,-0.128959528,7.499075958,-0.744334369,-1.768042963,75.02757297,3.288677978,0.117049339,0.693647827,0.778599026,2.167676534,278.194728,-33.10738444,0.049979411
GPC044910,Core,-1.787484827,-4.965848186,2.993342991,-7.628036288,-7.58206604,-9.578910443,-1.415058625,-4.881686262,0.942657346,0.473174129,-0.33362827,2.590238875,-1.005640387,-3.653109288,176.607152,6.100338549,0.261456181,1.14334875,-18.95206693,4.472682806,267.458611,-37.76940606,0.041222933
GPC045100,Core,-0.804455555,-0.193207193,1.832972118,-2.382907059,-2.21224541,-5.92862,-0.808546668,-1.781344689,0.282316702,3.651933521,0.045496719,3.524231685,-0.429213887,0.011904268,23.80253251,0.932466287,0.047563334,0.350833909,0.274362843,0.732942938,105.9957612,-12.34166986,0.019767619
GPC045230,Core,-2.480433543,-0.158155878,7.248342985,-10.14803628,-11.32039936,-7.546743771,-1.120471852,-4.538325152,1.019580422,12.00088803,0.217572603,5.359469642,-0.705640387,0.972561207,73.50280981,1.936609304,0.338379258,1.094737639,-4.955913098,1.196432807,413.0269439,-28.91273938,0.026734017
GPC046740,Core,-1.539180461,-0.880855081,4.036697301,-6.722984332,-6.056973269,-9.711651138,-1.080947593,-1.140556703,0.808425218,1.599711221,-0.137632461,6.558636423,-0.806617984,-2.612566658,85.55780405,3.743332023,0.14179434,0.74356669,-1.940194927,2.513153238,279.1134288,-31.78173587,0.047443034
GPC047230,Core,-0.755703062,0.577965284,2.052788416,-5.539413214,-6.403054079,-4.292483635,-0.946443006,-2.287804022,0.160915557,1.907529411,-0.040328255,2.809988611,-0.484574228,-0.652147309,29.35231019,1.34522442,0.29972164,0.262403978,4.129950459,1.236632627,89.84094281,-16.7529766,0.028091437
GPC048670,Core,-0.561056731,0.573298298,1.722385941,-1.805020397,-1.541534432,-3.287545657,-0.219032793,0.269733771,-0.040863495,-0.803023062,-0.067081636,3.411120239,-0.241258682,-0.658266523,24.36041349,0.762682717,0.029633023,0.031423369,2.318212879,0.721528422,11.16706796,12.34976427,0.020553766
GPC049280,Core,-0.330322547,-2.366046922,2.568892321,5.451656567,9.20161358,0.115879694,0.512027213,2.107503007,-0.379383044,-4.35638904,-0.056532768,3.248299507,0.062319338,-0.925984238,2.018731132,-0.45810267,-0.685631562,0.019617024,-7.35893796,-0.261644607,-123.5667896,66.91470973,0.008429451
GPC049320,Core,0.181745942,-13.92430971,10.00834298,7.553630375,9.469600624,1.402700388,0.466651662,-0.356932686,-0.518881115,-6.747515521,-0.185352661,2.823755352,-0.005640388,-3.206557562,1.278365409,-0.578971793,-0.815466895,-0.46776236,-24.78375922,-0.34924027,-279.2647222,81.99059386,0.001303777
GPC049360,Core,-0.498367691,0.596771729,1.10550507,0.603072482,0.544309683,-2.836422035,-0.054487769,0.580202754,-0.100221217,-1.64745411,-0.039594939,3.548528414,-0.063832088,-0.509365623,13.33201758,0.362848761,-0.160084516,0.170826098,3.45180911,0.268317731,-17.26625241,25.96420594,0.022049265
GPC049440,Core,-0.553552338,0.559156184,0.632783341,-1.749419592,-3.670151048,-3.288182469,-0.35752251,-0.007486076,0.098794033,1.679012447,-0.074736398,1.816496165,-0.310089227,0.022083018,18.72778938,0.680302326,0.087235978,0.048501599,5.90463381,0.574594964,24.04022545,-3.903009102,0.011875914
GPC049470,Core,-0.374684364,1.843656408,1.004936636,-0.974845091,-2.635471773,0.320778067,-0.07294148,0.453630355,-0.262175885,-1.685379576,-0.045825671,3.857135651,-0.120009766,-0.131154515,3.354484825,-0.320218616,0.172175131,-0.251496707,7.882398573,-0.104887131,-110.7027441,46.02566844,0.008628201
GPC049480,Core,-0.468789643,2.181200216,0.441864297,1.142021001,-0.706839308,1.252872997,0.103397584,0.72504169,-0.267378528,-2.184728355,-0.057696762,5.423258738,-0.090920385,0.029820841,1.788996799,-0.556481251,0.033534828,-0.282568464,9.99672423,-0.304007053,-115.9906833,61.08137264,-1.23E-05
GPC049520,Core,-0.870171285,-2.173397794,1.986903604,-0.502433325,-0.809476262,-6.281198058,-0.717389272,-0.874184173,0.06599361,-0.964415395,-0.102518733,-1.100260272,-0.462617265,-1.764195394,32.82391531,1.586245346,-0.101864359,0.140638327,-5.070786438,1.535927132,33.69826616,-18.63780588,0.047754691
GPC049530,Core,-0.546528428,0.721883462,0.26508526,-0.419744424,-1.749581159,-0.751411521,-0.173852684,-0.500665628,-0.150514522,-0.825812272,0.023132038,3.108384584,-0.108598132,0.091407442,11.20909481,0.004479477,0.189825512,-0.173635912,7.81668973,0.225031996,-51.09736999,24.74177672,0.009735712
GPC049590,Core,0.318808879,3.376642651,-4.334990335,7.576963704,1.361267296,-1.90441044,-0.30135908,-2.641436264,0.040559443,1.625036198,0.085228149,-0.233122942,-0.005640387,3.599538985,6.398172811,-0.437316621,0.184533104,-0.204604465,-6.088925909,-0.250726284,-39.19472249,-1.654406046,-0.002736467
GPC049830,Core,-0.813766879,1.635690268,-2.223323675,1.656963701,1.727933948,-8.339347937,-1.331246352,-5.185998762,-0.365034961,-1.984297129,-0.165658121,12.44280296,-0.005640388,-2.773364713,27.09657281,1.56253523,0.434533104,0.246523354,11.53607404,3.040182804,44.04194432,-24.49773938,0.018252763
GPC049890,Core,-0.946240103,-0.450831678,0.733387769,2.316879325,1.700893446,-3.525948823,-0.77597249,-1.295859501,-0.029791039,4.740727968,0.120089842,1.407862141,-0.511295066,0.776638602,25.4080412,0.860618082,-0.155190892,-0.149761307,0.846924255,1.112817545,128.4798013,-16.27319463,0.015591188
GPC050150,Core,-1.183211321,-20.46584816,9.10667631,6.916963703,33.80626725,3.713732413,0.661241148,5.076278016,-0.462470859,-4.824876838,0.004977245,-4.640530348,-0.005640387,-2.601400137,3.870990198,0.041118161,-2.232133559,-0.46776236,-43.42062875,0.076182807,-133.4847224,33.78059393,0.005207654
GPC050270,Core,-0.404369193,0.814726147,1.538464749,-0.402631294,-0.121585582,-2.755971997,-0.243459274,0.811986531,-0.038624249,-3.134848871,-0.129803756,4.398802715,-0.168654766,-1.634925916,13.49042462,0.549496606,-0.027204379,0.000821788,3.672906902,0.564008943,-55.52423055,22.23920389,0.03243996
GPC050330,Core,-1.208414594,-2.060717551,2.293666799,-5.231845402,-6.127094355,-6.442888463,-0.937395874,-0.919267954,0.562525707,0.803832423,-0.06601233,4.170207469,-0.593930908,-2.143623836,43.17175356,2.301407144,0.189337223,0.471311324,1.327949625,1.628505577,166.9105267,-16.58752265,0.055171182
GPC050380,Core,-0.450988409,-3.185425885,1.010184402,0.267472828,1.231182949,-1.116100423,-0.092304063,1.033816585,-0.379857789,-1.91792846,0.038523977,2.111708653,-0.084405297,-1.113247353,3.492467018,-0.204793774,-0.06979751,0.163982629,-12.71900988,0.270127898,-99.56698858,35.76503529,0.004510964
GPC050550,Core,-0.45352998,-2.701133772,1.674686832,-3.469145746,-4.339783624,-4.078577682,-0.782625824,-1.833212059,0.302987804,2.573778305,-0.077946244,0.79579123,-0.551890123,-0.86999012,36.38067435,1.492034959,0.104354138,0.340261035,0.628218214,1.044449304,122.0937143,-14.74003552,0.0228583
GPC050580,Core,-0.25034236,3.758891151,1.312424161,-5.647648269,-7.033077343,-1.942504968,-0.309328119,-0.290211568,-0.023108199,1.522489614,-0.131743402,4.134719301,-0.148655271,1.344836053,7.006241709,0.053314828,0.393036802,-0.133741556,9.413197028,0.285378798,-11.46976856,-2.917328966,0.012034149
GPC050600,Core,-0.42875651,0.28849529,1.196393738,-0.515660539,-1.048380291,0.209476318,0.006557655,0.960093214,-0.202823314,-3.044088433,-0.005054905,3.020291861,-0.08054221,-1.053495417,7.034420183,0.007745789,0.054672647,-0.127416848,3.787550075,0.139450785,-87.93640592,34.6882422,0.012821986
GPC050670,Core,-0.488484819,0.418120992,1.519861002,-0.710026587,-0.145127368,-2.515888508,-0.200528444,0.259766718,-0.049435203,-1.481006569,-0.060481111,3.419394501,-0.196167846,-0.817090195,23.3694548,0.761227984,-0.053856418,0.061939252,2.074920337,0.687063603,11.14536687,14.8330263,0.023346892
GPC050760,Core,-0.516481395,0.602560923,1.569614,-0.854140665,-0.395633294,-2.661002157,-0.223754494,0.085404066,-0.04153598,-1.346829406,-0.059466091,3.407001366,-0.209769811,-0.771262446,22.93417981,0.771793087,-0.051064128,0.043666537,2.060566071,0.715147287,12.13720886,14.00813241,0.025104824
GPC050810,Core,-0.521373105,0.172951927,1.528105348,-0.983014215,-0.496062341,-2.508687499,-0.242189983,0.03177508,-0.046379718,-1.272860835,-0.060703441,3.306983941,-0.206544802,-0.741869726,22.8869493,0.747101613,-0.036786865,0.053349075,1.348257248,0.716026705,12.6626915,13.5001185,0.023372054
GPC050840,Core,-0.525258005,0.755231201,1.547799524,-0.907433773,-0.527299202,-2.716657247,-0.224895099,0.131890907,-0.030109997,-1.33491979,-0.065625703,3.522734662,-0.216209467,-0.807745265,23.77132772,0.79986132,-0.040263307,0.057947201,2.626565814,0.740650808,14.08861281,14.07393969,0.024974431
GPC051290,Core,-1.253686169,-3.345420304,2.603953081,-0.979490289,-0.142961912,-7.014093841,-0.833445972,-0.951546182,0.567440065,0.387434364,-0.030886901,1.869356038,-0.711153509,-2.240941413,59.64061126,2.849661866,-0.323811359,0.450663904,-9.553895706,2.073621705,198.6741161,-22.59372471,0.051642032
GPC051670,Core,-2.017462749,-4.047201393,4.273664361,-8.269143815,-7.280654029,-10.43147842,-1.343119271,-2.328052188,0.981767815,0.585719749,-0.063059942,6.338983654,-1.013219066,-3.613809596,145.8137763,5.693797877,0.202393982,0.989700562,-16.22877672,3.844027306,476.5535612,-37.04604424,0.040406335
GPC052650,Core,-0.557042662,0.632462047,1.755784834,-1.495431404,-1.108711674,-3.07955286,-0.250741803,0.020267974,-0.034787168,-0.888347921,-0.062037761,3.278398676,-0.233355337,-0.723830506,24.33486042,0.78515955,-0.009288329,0.040040964,2.448518791,0.734468998,14.64795602,12.16138604,0.021753639
GPC052670,Core,-0.478445239,0.304824641,1.46088358,-0.690938958,-0.088417885,-2.59069467,-0.191278622,0.287454985,-0.025046157,-1.37292104,-0.058381604,3.206861884,-0.214623623,-0.789218274,22.1852851,0.761320317,-0.055952547,0.063800846,1.55271563,0.684234217,12.52054166,13.75196491,0.024446219
GPC057060,Core,-1.001739348,-1.558954482,1.183121324,1.305620326,0.606149962,-4.590111076,-0.73366699,-1.217573437,0.185363146,2.965635726,0.046215566,0.909873896,-0.494752801,-0.27191069,37.84088827,1.462171615,-0.182160902,0.072442766,-2.76774484,1.244119404,109.9561192,-15.63959015,0.02171286
GPC058720,Core,-0.571340796,0.368468385,1.802852963,-1.726329646,-1.435903349,-3.268563662,-0.217674186,0.287865018,-0.034116683,-0.790047531,-0.063163742,3.371549716,-0.237651045,-0.62906187,24.23789877,0.757257919,0.015048188,0.044473301,2.275621753,0.708824512,14.5669119,12.6653533,0.020638381
GPC058920,Core,-0.5236487,0.490970402,1.501834153,-0.655796543,-0.16576857,-2.537861605,-0.233327635,0.06607945,-0.03310823,-1.388359863,-0.0606336,3.464091783,-0.210595423,-0.804955047,22.70371038,0.769938457,-0.068504355,0.05682723,2.804388236,0.680990357,10.91173342,14.2110719,0.024462453
GPC058990,Core,-0.506334663,0.38687433,1.537632256,-0.766063032,-0.261450679,-2.594347443,-0.228813222,0.095245366,-0.046285188,-1.442940332,-0.066815914,3.368116944,-0.199295135,-0.819940566,23.12418227,0.773922671,-0.049662377,0.05364157,1.936784801,0.72337704,10.12781728,14.07266974,0.024895168
GPC059830,Core,-0.548767318,0.50972844,1.846424503,-1.422959095,-0.852244548,-3.057028067,-0.226325921,0.216416126,-0.04142361,-0.84689211,-0.063501682,3.404480413,-0.226878711,-0.703128414,23.72138134,0.751899036,-0.024192803,0.035824691,2.363061488,0.703941601,12.889047,12.61729944,0.020422313
GPC060200,Core,-1.787484826,-4.29002401,-0.696657007,1.965297046,-1.173732703,-9.902660435,-1.557844564,-6.111436262,0.337529141,2.007656893,-0.028529179,3.244085022,-1.005640387,-2.4282817,58.21611764,2.910683377,-0.351181181,-0.078873471,-8.436682325,2.728452037,191.9852775,-31.14940606,0.016753577
GPC060460,Core,-0.242100212,7.051245825,-0.401657007,-3.56470295,-5.250399371,-5.969481868,-0.916221535,-2.329436266,-0.220804192,3.801210104,-0.279995829,0.877988165,-0.005640388,0.112947682,24.18533804,1.07590077,0.366351286,-0.232468242,37.69408691,0.706682807,-104.8897223,-22.38273938,0.013055745
GPC060540,Core,-2.118254057,-6.773540493,3.57000966,-8.791369617,-8.512066041,-7.821660444,-1.468434149,-2.112186268,0.942657346,-0.461308629,-0.097252689,8.128700409,-1.005640387,-3.668971357,140.3850831,5.524476481,0.261456182,1.310015417,-22.594242,3.622682807,568.1252773,-34.51440606,0.036809583
GPC061390,Core,-0.390282029,14.26841753,2.488342986,-7.353036277,-6.605399363,-1.387160438,0.367336315,0.719626233,-0.484693081,2.065036195,-0.496115202,10.15257309,-0.005640387,1.772338988,11.02217279,-0.029316623,0.184533104,0.03223764,22.15562533,0.445864624,-66.22305581,-3.669406023,-0.007927752
GPC061670,Core,-0.542228958,3.397792381,0.072089016,-3.400930328,-5.613364209,-1.370544349,-0.213448334,-0.265720477,-0.105964314,0.60255806,-0.070054324,4.881378901,-0.277746561,1.049366066,21.33749555,0.417038843,0.335362028,-0.052627004,6.531622806,0.548369495,33.62197581,4.78198304,0.009023023
GPC061940,Core,-0.626645665,2.995690269,-0.689990339,-0.574702946,-3.585399366,-0.808097941,0.200789643,0.163688735,-0.462470859,-2.562963802,-0.33220339,9.244085015,-0.005640387,-0.225661012,3.9501728,-0.369316622,0.275442195,-0.324905217,4.235892918,-0.133680829,-92.76472254,28.87226062,5.14205674373529e-05
GPC062700,Core,1.458669016,0.91876719,2.778342989,-6.614702944,-5.970399368,-8.128959639,-1.156982228,-2.407905375,-0.595804192,-6.313032761,-0.163483852,-6.44053035,-0.005640388,-3.948232439,8.783359049,0.885683379,0.415302335,-0.032979751,9.063317654,1.30575973,-159.8063889,-16.50940607,0.054189877
GPC063310,Core,-1.029243067,9.222962992,-1.10665701,-2.211369612,-5.198732694,1.368339559,0.659442907,2.745813731,-0.595804192,-5.134963796,0.105177004,8.680898205,-0.005640387,-1.178061009,1.897772791,-0.701316622,0.255961675,-0.257236044,30.41716382,-0.52958992,-202.2080557,102.3855938,-0.001317014
GPC063560,Core,-0.683778891,3.388820254,1.028698184,-2.40617603,-3.264640852,-1.353953212,-0.279675673,0.015560274,0.096523692,0.836988892,-0.113840102,6.242515571,-0.337646853,0.158188906,26.19425362,0.913787314,0.070350925,0.040107433,9.323273136,0.698576361,51.10038579,0.682903698,0.011399984
GPC063760,Core,-0.396652114,3.464724277,0.970991659,-2.936608923,-4.406043732,-1.469687082,-0.227891116,-0.661153895,0.078601617,1.495795526,-0.139804176,5.112111963,-0.146704707,1.403120012,14.02403978,0.29644285,0.1535529,-0.0408332,9.649874201,0.189707938,5.921202616,-1.852226239,0.005602646
GPC063810,Core,-0.098797581,3.555289077,-0.718682285,-0.539209057,-3.271927661,-0.214531169,-0.080476714,0.064979621,-0.049343039,-0.686875916,-0.112076007,5.964397163,-0.125800065,0.8548822,4.464708485,-0.228662015,0.238705077,-0.124222765,9.673059816,-0.117128361,-76.27317765,25.5371242,0.002384652
GPC063880,Core,-0.163548146,5.082459564,0.587000731,-2.062857216,-3.349114695,-0.670187055,-0.073491801,0.203517715,-0.146507878,-0.097234706,-0.128621654,6.541446407,-0.091983473,1.122946405,8.380926826,-0.106174722,0.220620369,-0.173138311,10.53597624,0.066632618,-46.82408297,14.41684956,0.004535837
GPC064390,Core,-1.047100212,-1.095218819,1.54167632,-6.178036283,-0.570399373,-0.854434756,-0.879967793,-0.498005437,-0.595804191,-6.484297124,-0.096312204,4.118090331,-0.005640388,-3.953364713,7.091698766,0.706979675,0.898818817,0.436999544,18.67870222,1.719766139,-38.73638896,10.73226057,0.019899097
GPC065060,Core,-0.683342071,-1.953889012,0.662199642,4.188388995,3.749750042,-4.808442352,-0.624970565,-0.763312046,-0.039021622,2.382444516,0.031297664,-0.949679041,-0.530909317,-0.532611163,27.62911791,1.041298011,-0.324230207,0.014722958,-4.934604953,1.044751935,50.60194041,-15.80540417,0.013262828
GPC065810,Core,-0.929242528,-1.187435308,2.802496118,-3.728488637,-2.80796711,-7.328815462,-0.890571982,-1.277867767,0.270847881,2.567532334,0.010496259,1.796544612,-0.807671591,-1.303714393,38.70762215,1.853483006,-0.020697088,-0.003095746,-4.378369471,1.440722467,103.5220952,-26.77786884,0.026265913
GPC066460,Core,-0.658203235,-1.550163703,2.494370285,-3.937751074,-3.540738808,-5.507997708,-0.265263427,1.352063667,0.042193959,0.074616199,-0.053173614,2.232613027,-0.408707833,-1.316726827,37.87541327,1.317926196,0.13150441,0.156767747,2.474556486,1.030507209,63.6709887,1.652627231,0.01568663
GPC067390,Core,0.551335911,-1.812246798,1.21682224,-2.876730156,-4.013882559,-1.615062276,-0.274851818,-0.734604376,-0.098975968,-1.963459878,-0.073382983,-1.166707286,-0.077335004,-0.738562566,5.513312278,0.008697742,0.270878608,-0.032757677,-4.358251452,0.202097213,-86.36829094,8.167877102,0.011052401
GPC067430,Core,2.561233115,2.034151807,0.23667632,-4.476369616,-5.4537327,-1.157993772,-0.388349915,-0.604158488,0.096503499,-1.523377594,-0.153099827,-1.819101785,-0.105640387,-0.691729978,7.316807293,0.079648895,0.338379259,-0.055997654,-1.378990026,-0.000778731,-108.4730557,-7.927739377,0.005313585
GPC068750,Core,1.139010898,17.82902359,-3.413323675,5.768630371,1.402933951,0.875756227,0.284836762,0.708063733,-0.141258738,-2.470011419,-0.243109314,11.4666125,-0.005640387,-0.487756249,4.761010903,0.248778616,0.084533105,-0.46776236,27.37100994,-0.313428304,-136.3763892,7.378927288,0.002519206
GPC069200,Core,-1.765122055,-4.36762559,3.050045219,5.395470474,8.367554945,-6.186867006,-0.636371515,0.223987818,0.450239148,-0.04319667,-0.085139697,-0.301095829,-0.743091409,-2.563862026,59.01339856,3.146460907,-1.057176124,0.441412803,-15.16349184,2.426727863,177.4733501,-30.6094698,0.075056579
GPC070980,Core,-1.060437595,-2.399767693,2.210869958,-4.087572533,-3.965097672,-5.528975407,-0.622918504,-0.651013158,0.337149426,2.076994995,0.019605436,3.952971807,-0.439375588,-0.694740536,29.94619687,1.361451817,0.097137687,0.404487736,-0.392277273,1.03479167,104.1466246,-6.088224148,0.027839804
GPC071220,Core,-1.956505506,-3.781192128,3.749517534,-7.731454619,-7.441625843,-9.857921577,-1.429531923,-2.818081262,0.975045261,1.148251063,-0.035990499,6.647792745,-1.004364024,-3.205878541,140.4522222,5.473735243,0.221772909,0.93190898,-16.15525685,3.679771476,465.6644389,-35.98639075,0.041787437
GPC071980,Core,-1.559089425,-2.059002659,3.472636844,-6.899107744,-6.058193817,-11.45680666,-0.783212692,0.509274764,0.809707592,0.040609285,-0.086382596,4.463368778,-0.840172921,-3.318403704,102.1081379,4.336527656,0.152707679,0.786630916,-6.887151015,3.015309709,336.4339402,-32.2517767,0.057834032
GPC073010,Core,-0.45951395,-3.801639029,1.241256754,-0.754165818,-1.500757217,-5.436315121,-0.547787663,-0.547612631,-0.048064242,1.217599243,-0.06130619,-3.102001232,-0.405197802,-0.615771746,17.13193723,0.720972612,0.014449003,0.044727234,-3.311823468,0.816057796,-19.28264883,-16.37588832,0.018904991
GPC073080,Core,-0.386487935,5.758744434,0.187794556,-2.056735087,-3.912288703,-0.043907578,-0.123751366,-0.234789846,-0.01955913,0.395055102,-0.128317704,5.306317115,-0.125429031,1.245297571,7.978887053,0.075706168,0.14121115,-0.149856666,13.2474819,0.111636716,-21.70630224,5.496432119,0.005045058
GPC074430,Core,-1.25067164,-9.04277126,2.728342989,-7.473036286,-8.813732699,-0.183410449,-1.036638392,-2.044436266,0.216695808,-1.130274144,-0.1510256,-3.640530349,-0.672307054,-2.386902391,21.22301422,1.445166138,0.261456182,0.314846336,18.02485613,1.260375115,-2.473055577,-22.84107272,0.029523801
GPC076940,Core,-0.42087329,1.822046467,-0.203129489,2.720693424,2.697200056,-0.7951912,0.092999823,1.049685747,-0.177209749,0.740728292,0.040470287,3.201732749,-0.094494733,1.277460058,1.062548531,-0.438552758,-0.139489724,-0.282916696,7.747235609,-0.261210657,-53.16934835,25.49532399,0.000658443
GPC078190,Core,-1.010267291,0.654115236,0.901912684,3.726351054,5.165494633,-3.077614477,-0.318060745,0.874841672,0.002637305,1.42450529,0.052144705,4.183832442,-0.439441516,-0.514740395,28.65104719,0.918505845,-0.347353214,-0.007217864,2.61425128,0.962695286,88.31016131,7.694431458,0.019541646
GPC079790,Core,-0.863150101,-2.45890229,1.006148585,3.169891061,3.63199197,-3.535968324,-0.626776249,-0.876992565,0.117060193,2.391793754,0.06385111,0.071874998,-0.525643064,-0.631944883,29.61555646,1.208289191,-0.424735497,0.181361896,-6.114243248,1.052344287,92.62930448,-10.53804696,0.017619042
GPC082110,Core,-0.55956405,0.754250126,1.76511492,-1.6044702,-1.404177965,-3.201605649,-0.244518348,0.132821948,-0.039185585,-0.644521027,-0.059070315,3.497731602,-0.241706412,-0.562990676,23.70484248,0.736767277,0.018224108,0.04434579,2.890090089,0.709777272,17.97710425,11.69859816,0.019840869
GPC082220,Core,-0.812986145,-1.83650877,0.460279426,4.087640588,2.980760579,-4.480424101,-0.50978513,-0.286064957,0.009232672,3.479781856,0.097622433,-0.90355898,-0.501288778,0.073272509,24.76549962,0.876961945,-0.288755793,-0.042037893,-2.808546652,0.9459872,91.50285398,-13.93351878,0.017027616
GPC082720,Core,-0.820109164,-0.88522049,1.188208822,0.067912671,1.032804769,-2.951606267,-0.316264076,-0.245384825,-0.031105684,0.684485567,0.084103788,4.113749532,-0.321384876,-0.161102071,33.54524605,0.928250133,-0.088156714,-0.005546547,-0.389385799,0.951278532,73.83179488,5.260761513,0.0096628
GPC083270,Core,-0.517083227,-0.059827062,1.353245926,-0.616384195,-0.060267239,-2.679568475,-0.182751653,0.276061265,-0.076493597,-1.414882354,-0.047314532,2.967230722,-0.227208126,-0.707120331,26.68537718,0.82610734,-0.063251131,0.029568797,-0.113178131,0.790964241,14.90343121,13.46454066,0.02281431
GPC084260,Core,-0.488613105,0.631261214,1.121814819,0.049269198,0.292194173,-2.386476294,-0.011624179,0.558961174,-0.139520865,-1.71296781,-0.043460144,3.990632623,-0.116390149,-0.243559984,22.84632882,0.519395857,-0.071123108,-0.020496628,2.166404715,0.544800298,-4.738241528,22.43440809,0.024450541
GPC084560,Core,-0.795177135,4.043309315,-4.014990333,7.415297038,-0.743732703,-2.414243773,-0.529414957,-2.591936265,0.154195808,3.149036191,0.085860708,1.428435169,-0.505640387,2.740338981,9.874738406,-0.082420066,0.041675962,-0.173644712,18.87624071,-0.075394114,52.41694434,18.65226061,0.020007401
GPC092760,Core,-0.327010524,-4.155690297,0.697185273,2.346550574,2.45856493,-4.735460376,-0.062610466,1.020094739,-0.149701436,1.304925292,0.002994751,-3.061888032,-0.226404034,0.63819386,8.895073671,0.042098404,-0.15857647,0.077396525,-8.98702692,0.170196768,-42.76657737,-0.512373839,0.003473419
GPC092820,Core,-1.311658898,-0.287043121,1.475504897,-0.883023689,-0.451244013,-4.928624089,-0.868241682,-1.716130378,0.159252372,2.688191028,0.074009543,1.954187801,-0.605352671,-1.062080521,46.49155932,1.856275755,-0.177680609,0.059868856,-1.043877997,1.703564247,177.086448,-16.42115383,0.022495537
GPC093160,Core,-0.415315201,-4.403233108,0.662040721,2.032226006,1.197561177,-4.327596511,-0.501195313,-0.326343217,-0.096046232,-0.117939565,-0.041848546,-3.554911755,-0.383184239,-1.083174966,17.72574119,0.70930964,-0.141846703,0.0918456,-8.114797012,0.847941663,-15.65556651,-8.516189673,0.024316258
GPC093280,Core,-0.694322434,8.329023593,-3.071657006,4.920297044,2.43460062,0.672006227,0.189060679,2.594730401,0.070862475,-1.355725708,0.069403469,2.930898216,-0.005640388,-0.234422917,5.446725205,-0.070269002,-0.123159203,-0.356651249,28.47100992,-0.226761636,-26.70805585,15.45726062,0.017836898
GPC093310,Core,-0.057814498,-2.731582453,-4.164990334,8.226963703,3.451267294,-1.92841044,-0.082629095,0.270251233,0.515306918,-0.100963805,-0.04136137,2.256021365,-0.005640387,0.649088986,6.58243949,-0.076816621,0.093624013,-0.390839283,22.39793303,-0.224317192,-33.20972249,5.707260636,0.015681929
GPC095130,Core,-0.51721504,0.445826659,1.520372661,-0.927220244,-0.428569633,-2.668714563,-0.226176208,0.106031606,-0.037337389,-1.340075889,-0.064703565,3.546597424,-0.215039426,-0.748485948,22.55824885,0.745959018,-0.038087391,0.048171201,2.014663575,0.697632701,9.644994131,14.4270753,0.025285971
GPC096810,Core,0.135592095,3.841844119,1.84500966,-6.749702949,-6.573732704,-2.901981874,-1.383325382,-3.207293406,0.327272731,-4.825446556,-0.353688107,2.430898214,-0.905640387,-3.679316182,15.16887627,1.689993723,0.530686951,0.358324597,9.367163824,1.90652896,20.75027755,-20.05107272,0.070044561
GPC097130,Core,-0.352025446,2.868153649,0.007489183,1.546335948,0.618788958,1.416489892,0.319931672,0.934033295,-0.393203281,-2.411410183,0.054793648,4.773733841,0.051312477,0.4012732,-2.618282164,-0.765561035,-0.026556005,-0.242890877,11.39582573,-0.426341331,-128.6442792,58.43429298,0.000789495
GPC098270,Core,-0.468235574,0.13535349,1.63895394,-2.865897042,-3.421240929,-3.925043145,-0.670990349,-1.620770694,0.134942688,-0.589665302,-0.132137463,2.516820937,-0.26556695,-1.263480376,27.54926392,1.217123671,0.130085329,0.145040101,2.030892116,1.048429144,34.67619203,-8.178654184,0.033301805
GPC101660,Core,-0.554278092,0.640816242,1.599245899,-0.739522066,-0.358148416,-2.803118432,-0.204995934,0.217200188,-0.041016506,-1.358049501,-0.063872728,3.58862006,-0.227251852,-0.789333212,23.44921108,0.781118477,-0.054793921,0.045746139,2.228295326,0.732063926,13.00560022,14.39949106,0.025913322
