Line,Group,GEBV_Brix,GEBV_Axis_length,GEBV_Immature_fruit_external_color_a,GEBV_Immature_fruit_external_color_b,GEBV_Immature_fruit_external_color_L,GEBV_Fruit_external_color_a,GEBV_Fruit_external_color_b,GEBV_Fruit_external_color_L,GEBV_Fruit_fasciation,GEBV_Fruit_maximum_length,GEBV_Fruit_load,GEBV_Flowering_time,GEBV_Fruit_pungency,GEBV_Fruit_shape_index,GEBV_Fruit_weight,GEBV_Fruit_maximum_width,GEBV_External_immature_fruit_color_green,GEBV_Locule_number,GEBV_Total_plant_height,GEBV_Pericarp_thickness,GEBV_Total_fruit_weight,GEBV_Total_fruit_number,GEBV_Fruit_predominant_shape_oblate
GPC019860,Core,-0.530737499,0.403760198,1.609781474,-0.796814226,-0.041158543,-2.532448488,-0.231760725,0.13131214,-0.045695574,-1.500450086,-0.058709937,3.358647967,-0.202772318,-0.864200878,23.34530857,0.78156227,-0.06158157,0.058820333,1.958596233,0.735758222,12.79098687,14.48611549,0.024856739
GPC020060,Core,-1.260430691,-0.122972239,3.402992962,-3.236234269,-2.154777953,-6.521588218,-0.731131551,-0.731671487,0.58962851,0.526524227,-0.113307087,5.910698585,-0.581574178,-2.266882612,62.04462097,2.692743041,-0.12905466,0.562741533,0.43931772,1.74211953,202.2253309,-8.407952091,0.03881862
GPC020320,Core,-2.479792518,0.95569027,1.436676321,11.74363037,10.44793395,-7.484521551,-1.030711243,-2.028047377,0.173426577,2.142139647,0.019987375,2.692802971,-1.005640387,-2.588281702,72.81060041,3.141717862,-1.200082279,0.143348751,-15.06360539,3.463067421,443.596944,-31.37107273,0.046946712
GPC020380,Core,-1.84133098,-5.812002035,1.09167632,4.828630374,1.929600624,-6.395703493,-1.292886976,-2.463175807,1.019580422,0.265036197,0.032162034,5.039469639,-0.732913114,-3.452061012,92.32577277,4.802683376,-0.738543818,1.032237639,-16.31745155,2.988591897,278.5702775,-34.27773939,0.046887426
GPC020400,Core,-1.825001217,-0.773843438,2.556248247,2.710156893,3.580820641,-8.083049703,-0.86452491,-0.562264305,0.503616682,1.760838496,-0.054495835,2.169469933,-0.806249549,-2.270411388,70.19387653,3.272942375,-0.69609537,0.450218454,-9.266217222,2.595293743,261.9781628,-33.31893195,0.055785551
GPC020470,Core,-1.928225952,-3.226319264,3.036928111,1.995306448,2.938114576,-8.630076363,-0.751774646,-0.352914357,0.737112612,0.971757973,-0.0559619,1.978120336,-0.929899506,-2.822283604,85.25220634,4.007783028,-0.671872457,0.49859073,-15.65158159,3.044347881,295.5766184,-35.25842567,0.082292986
GPC020560,Core,-1.864407902,0.95023572,5.561676318,-12.52970294,-8.163732697,-9.468787763,-1.087761566,-5.383718251,0.67692308,5.32311026,0.025106908,4.27946964,-1.005640387,-2.612623974,135.3261431,4.677350041,0.002714923,0.03223764,-12.93248651,3.861849471,370.7619439,-36.37773932,0.01078285
GPC020570,Core,-1.768897625,-1.259280604,3.209465177,-5.195547959,-5.097472587,-9.455142158,-1.237267581,-3.004177822,0.714584998,2.502127229,-0.023223601,4.31210971,-0.904816473,-2.869030761,109.536416,4.443157475,0.021576385,0.461282509,-12.63242067,3.334239371,385.0506027,-37.93678284,0.043903048
GPC020660,Core,-1.808103524,-1.618032477,2.971494378,0.13866981,0.480300092,-8.708046549,-0.973050822,-1.387121143,0.644369132,1.079601933,-0.064159629,2.864719009,-0.905347801,-3.026069564,94.4487224,4.024960935,-0.418229294,0.554898638,-13.1970315,3.13295019,319.0130556,-33.36831645,0.062256155
GPC020720,Core,-0.886963675,-0.432925757,2.070169158,-2.793236446,-3.095628727,-5.403592801,-1.039511858,-2.500574184,0.219069706,1.473543012,-0.019636568,1.211173614,-0.638757551,-1.461786181,34.77239311,1.763694211,0.013360528,0.157671276,-1.385380273,1.571466481,112.7439127,-24.68536513,0.037491301
GPC022230,Core,0.135921223,-1.451056836,1.013143944,0.207086719,-0.254319719,-1.093485232,0.039374182,0.476110977,-0.395457972,-2.941026153,-0.111431494,2.15880604,-0.068565293,-0.888346706,3.824704975,-0.265171997,0.033533751,-0.189404558,-3.058878889,0.02158041,-149.9960045,33.06098899,-0.002175451
GPC022280,Core,-0.928117623,-1.987003751,2.632122215,-7.415143071,-8.273734687,-5.388663718,-1.304343009,-3.398308035,0.444222783,2.526380038,-0.061880103,2.489032767,-0.683154596,-1.230775116,32.92998222,1.687317758,0.39413191,0.4830611,0.510233612,1.243448342,119.700994,-22.58979857,0.036394837
GPC022290,Core,-1.524692772,0.055888966,3.427045903,-5.248406427,-4.837966361,-10.36698684,-0.856935526,0.290662616,0.870703333,2.847105491,-0.113555803,7.320880882,-0.81940925,-2.125611203,78.40249817,3.531672475,-0.013908517,0.704481599,-0.242679997,2.197965391,284.3182984,-32.98147237,0.046406485
GPC022310,Core,-1.677337281,-3.558335447,3.544823049,-7.625569983,-7.142258638,-8.776653362,-1.337527269,-2.7784454,0.863265325,0.735491219,-0.026274939,6.25563754,-0.906241088,-2.981346354,127.0987012,4.939632407,0.277626805,0.880500247,-16.84673317,3.294299296,411.3762152,-32.54746145,0.03797843
GPC022320,Core,-2.441330979,7.395690261,4.381676317,-10.87970294,-10.32373269,-9.96581781,-1.283428078,-4.103765802,1.216695807,-3.962963796,0.014226738,2.840951125,-1.005640387,-4.100061011,68.26697284,4.658683377,0.434533104,0.754459862,-9.582836166,3.507228261,276.5286109,-32.63273939,0.226217656
GPC022360,Core,-0.663885885,0.724844897,1.963986233,-3.414926206,-3.077863166,-5.141706455,-0.654573576,-0.659328131,0.20654177,-2.137887604,-0.103678946,1.724832214,-0.375795514,-2.332411209,34.41869811,1.807847185,0.034870228,0.210143045,6.572638046,1.389902133,74.03023899,-15.63320166,0.048057947
GPC022420,Core,-1.359924718,-2.355762049,3.058492894,-2.484829517,-1.120274998,-9.659675482,-0.430808761,1.478150529,0.70018465,2.522065399,-0.041167341,4.789814281,-0.625325068,-1.200300973,58.80329121,2.584534235,-0.14895643,0.65169309,-5.292445378,1.561807513,214.6005935,-17.89760423,0.044137709
GPC022430,Core,-1.443989333,0.011675361,3.802742754,-5.663424839,-4.373054065,-9.006097958,-1.025735625,-0.986829736,0.768906012,2.39404517,-0.124080464,7.085168027,-0.732803777,-2.048887567,74.07544086,3.315643313,0.037474318,0.651998211,2.096788077,2.23129057,270.3373638,-32.00978009,0.047013294
GPC022480,Core,-1.526855956,-0.132071292,4.128936126,-7.172911705,-6.213952617,-7.778410749,-1.323064263,-3.090686429,0.656889264,1.459025776,-0.09314699,6.224960806,-0.752808187,-2.24581726,86.30944691,3.645943119,0.201924388,0.539698384,-3.305198095,2.626405546,273.2909614,-28.94395951,0.05130838
GPC022540,Core,-1.785469565,-3.749011291,3.891652469,-6.157423986,-5.760717265,-9.486119992,-1.284151625,-2.711380463,0.944550885,1.262922717,-0.086861046,4.888151554,-0.996655412,-3.192027148,113.3507627,4.782172893,0.075641442,0.897490851,-10.96640649,3.269572322,399.8553773,-33.52612332,0.052079273
GPC022550,Core,-1.711739318,-0.696631439,3.216244499,-5.218018822,-4.691393075,-9.940177749,-1.059044227,-0.814832039,0.910725052,1.488067492,-0.114222585,7.16618256,-0.844299226,-2.759525829,83.75016799,3.874739257,-0.044761815,0.754512034,-1.896588543,2.463965748,299.4728591,-32.48669174,0.056095975
GPC022560,Core,-1.866393348,-4.182483118,2.058638346,2.821277789,2.432654212,-8.655276818,-1.026407423,-1.459418461,0.718564801,1.238935174,-0.061095309,2.028662437,-0.879088586,-2.815039712,88.34872341,3.979957227,-0.606948824,0.594244133,-16.36539113,2.910262911,275.4550103,-36.23554149,0.060179575
GPC022570,Core,-1.431039255,-1.108495668,3.157490039,-4.051401734,-3.263859825,-9.463507991,-0.833374806,0.258758889,0.814504885,2.461343112,-0.098557168,6.589424697,-0.777237361,-2.0278887,69.4553263,3.219165789,-0.071421078,0.574383013,0.002031414,2.006710832,258.3007099,-27.89536741,0.048463553
GPC022580,Core,-1.503795238,-0.444383681,3.745032195,-6.123921916,-5.464422426,-9.11353475,-1.030914137,-0.882112618,0.851052075,2.769139961,-0.096796532,7.098526932,-0.812535568,-2.206211079,79.46347994,3.569337169,0.029202293,0.697811754,0.573301664,2.266436659,302.5579158,-33.78509033,0.045741476
GPC022630,Core,-2.033179652,-3.565937538,4.078619703,-8.481354579,-8.247514288,-9.718599134,-1.534363976,-3.265130297,0.957544916,0.662712132,-0.041332178,6.920655906,-1.012532318,-3.440136015,143.2963771,5.585862548,0.271905361,0.942959396,-16.67591417,3.79380676,462.1199956,-36.46241951,0.046883882
GPC022660,Core,-1.334505396,-2.078854014,2.489049867,-4.768943485,-5.88330005,-7.920759601,-0.936570962,-1.586755635,0.550623114,2.002436246,-0.023559192,2.521345392,-0.750148286,-1.874706695,76.59650075,3.184703054,0.164272279,0.598732373,-10.60602859,2.426374845,255.6436023,-31.90939216,0.044810884
GPC022700,Core,-0.872100211,6.345690262,1.621676321,-7.273036288,-7.7087327,-3.502696155,-1.315225815,-0.098364841,0.204195808,-5.242268144,0.088652645,9.306838057,-0.505640388,-3.810965359,14.81707719,1.623726857,0.284533105,0.28223764,17.74458852,1.501682807,82.57027757,-11.87440608,0.041407298
GPC022870,Core,-0.628763327,-3.600108608,1.662873238,0.48613255,2.004992962,-6.011865694,-0.192795345,1.44223426,0.123704512,-1.462243844,-0.018969532,3.415135054,-0.319400736,-1.499819546,30.59549963,1.2054164,-0.23525421,0.253935837,-5.30337342,0.939355169,45.30292003,8.852949629,0.035637866
GPC022910,Core,1.504822866,2.495690269,2.996676317,-8.023036282,-6.192066038,-4.802910437,-0.584098476,-2.553936265,0.029195808,-1.547515525,-0.163880102,2.63533171,-0.116751498,-1.528626528,8.837152126,0.455510964,1.184533103,0.64334875,-15.42129769,0.308836653,-87.79138908,-8.272739383,0.010703904
GPC023000,Core,-0.525946366,-0.164309727,-0.063323676,-3.693036295,-5.232066045,-7.052410439,-1.521291048,-2.740686266,0.779195807,-5.309584486,-0.163715198,4.942802974,-0.460185843,-3.937936873,17.13129007,2.069304068,0.030686951,0.976682083,3.771009982,1.133836654,25.38861095,-18.43107273,0.096201606
GPC023040,Core,-1.307814498,-7.718595433,4.783342987,8.915297044,13.02626729,-3.396712965,-0.883043045,-2.006301895,-0.310089905,-1.550963799,-0.034694945,-0.571564837,-0.405640388,-3.120772122,45.79836542,2.747720416,-1.015466895,0.296943522,-23.6712977,2.147682807,119.8336109,-31.62273939,0.049439967
GPC023060,Core,-0.279591733,-4.105001879,2.042521472,-1.367765574,0.269289087,-5.131143944,-0.272265752,-0.321202145,-0.139640235,0.457826207,0.000630401,-3.116470324,-0.212182427,0.116340468,12.61436856,0.300267659,-0.019641665,0.115518243,-7.609239541,0.53942848,-36.82684931,-4.689552688,0.013661422
GPC023070,Core,-1.494426587,-3.455238351,2.284761722,-0.369581035,-0.610907858,-8.264040406,-0.941068565,-0.953052239,0.791448485,1.103077994,-0.087378081,3.827316312,-0.800910605,-2.43333941,79.93775913,3.573209574,-0.342426695,0.742954104,-9.963340012,2.294491231,256.926808,-22.44476878,0.047037767
GPC026050,Core,-0.333896297,1.998424683,2.765009657,-7.708036281,-8.337066035,2.565968425,-0.176464391,0.236726181,-0.526201919,-3.263435347,-0.331899586,-8.037865765,-0.005640387,-1.650023788,5.275825532,-0.001364195,0.226199772,-0.153521209,29.72889432,0.352265235,-173.151389,3.162260602,0.001609015
GPC026590,Core,-0.483655858,0.385602864,1.409518024,-0.67956855,-0.198251212,-2.515554953,-0.190050719,0.257207709,-0.062337505,-1.402959506,-0.055949347,3.131059967,-0.201302028,-0.684141547,21.65253114,0.680284323,-0.053211191,0.032921515,2.009853419,0.64933276,0.564890368,14.79121617,0.021970754
GPC027390,Core,-0.659600211,2.572613351,-2.719990336,3.006963705,1.442933952,-0.654035443,-0.308543176,0.035063732,-0.095804192,0.831794819,0.011791917,7.881208769,-0.905640387,1.311718296,7.448531452,-0.130695931,-0.123159203,-0.134429027,11.91331764,0.203836653,96.33361076,8.58059393,0.006595043
GPC027460,Core,-1.972100212,-7.235078953,4.01667632,-9.019702947,-8.49539937,-14.00416043,-1.677852323,-3.683436266,0.942657346,0.200760337,0.087067271,9.051777328,-1.005640387,-3.667247219,152.5347383,5.958959239,0.492225412,1.060015417,-29.16360538,4.061144344,440.8902775,-34.20107273,0.038981703
GPC027470,Core,-1.875614567,-3.163746085,3.652181844,-5.358951405,-4.687994082,-8.866204248,-1.260788607,-2.821324044,0.972752156,1.79178673,-0.083082849,5.376022319,-0.936293322,-2.946513545,106.5022849,4.491353851,-0.049102799,0.898558676,-9.463367058,2.992114819,383.4124962,-33.26715178,0.054011949
GPC027530,Core,-1.894996342,-3.774666285,4.120996853,-7.446616496,-6.463028736,-9.904993996,-1.28347218,-2.356797424,0.945120844,0.679722635,-0.05913554,5.718374579,-0.971483166,-3.299631468,134.3114511,5.421373071,0.157477008,0.949445782,-14.35705765,3.690922072,454.1793821,-36.55251719,0.043925343
GPC027630,Core,-1.189215785,-0.768079842,0.945022294,-0.718224693,-1.803603835,-2.974979757,-0.383630475,-1.120312452,0.215108044,1.012120892,0.094117265,4.43832337,-0.506339544,-0.314534558,61.58721033,1.687974179,0.016267719,0.193160725,-3.846243056,1.193052439,134.4574175,22.19828268,0.009370909
GPC027760,Core,-1.5285415,-4.739763627,2.755090706,0.091182186,1.527761995,-6.994767869,-0.977571279,-1.323263938,0.744212128,0.893582797,-0.061774185,2.47665106,-0.774310938,-2.379660325,70.53187353,3.338798402,-0.528808398,0.734822656,-12.53747596,2.148392333,252.0403723,-26.40514063,0.057634687
GPC027860,Core,-0.020952756,0.633482493,0.514735876,-2.649960977,-4.493729797,-5.1899184,-0.606223725,-1.416972846,0.041005627,-0.06242857,-0.07803752,0.516442942,-0.223694292,-0.772074832,22.94892128,0.822449729,0.301092033,0.097428859,5.698961634,0.811989446,34.38453349,-11.35647746,0.019361098
GPC028460,Core,-0.526861006,-2.39735058,2.517996897,0.878172958,3.03581815,-3.670679843,-0.25666601,0.683602081,0.060258882,-0.329756498,0.006026888,1.09358279,-0.367811516,-1.034646263,28.303754,0.892844776,-0.239130085,0.080405024,-3.608533182,0.549940035,21.44720328,18.10009626,0.009079003
GPC028750,Core,-1.887484826,7.880305643,1.175009661,-3.964702947,-6.408732695,-6.291660442,-1.326601346,-3.195186266,0.173426577,7.997312054,0.278647177,4.98909927,-0.823822205,-1.187247219,66.73163487,2.969304067,0.261456181,-0.189984582,7.343944434,2.488836652,201.6119443,-32.07440606,0.013572951
GPC028850,Core,-1.546281769,-4.003324364,1.955469892,6.454469924,8.202749563,-6.901662903,-0.665180258,0.171472976,0.584336273,1.440479873,-0.039611928,0.479568936,-0.803258608,-2.20548638,61.17396673,2.968863611,-0.880121165,0.342967558,-13.7564889,2.271620232,212.0645904,-26.55068046,0.066631968
GPC029020,Core,-1.362523667,-1.858032967,3.372808801,-5.56342369,-5.342127776,-9.177763555,-0.80884865,-0.089054639,0.75863076,1.091280195,-0.059168672,6.388281695,-0.780908193,-2.740141259,85.99250572,3.668940925,0.041142956,0.63990484,-4.356438424,2.464762866,305.5837252,-23.30541701,0.04964564
GPC029030,Core,-1.311728158,3.446071883,1.918562832,-5.43530663,-5.976890582,-6.940215201,-0.695761844,-0.2883781,0.561962909,-0.430137285,-0.175161042,9.333882963,-0.669920874,-2.033716354,53.34842676,2.774747957,0.214419054,0.324106725,4.574956716,1.646520991,189.300282,-20.76005718,0.037160223
GPC029050,Core,-1.510051271,0.856197158,3.688937802,-4.215068959,-3.444396892,-8.906920135,-0.793028171,-0.091436452,0.77488743,2.301372889,-0.153930609,7.548125358,-0.788223933,-1.914125322,65.8848478,3.112308004,-0.11217145,0.523831898,0.699151974,1.916105565,231.5014944,-24.98193887,0.04680462
GPC029260,Core,-0.480602093,3.105945465,-0.272736537,1.599866222,0.811450758,0.041310993,0.079797941,0.474100251,-0.134664826,-2.02221314,-0.000465781,7.096226119,-0.003787731,0.246141706,6.352430593,-0.166601541,-0.014814017,-0.301282467,13.2595082,-0.004247954,-54.80624308,44.23328255,0.017562096
GPC029280,Core,-1.964407903,3.841844116,1.013342993,-2.24636962,-3.062066041,-7.224910443,-1.129617528,-3.012186265,0.341695808,-2.406519355,-0.110055901,4.89793118,-0.914731296,-3.715216568,79.6872543,4.2329056,0.338379258,0.643348751,-5.552066948,3.686913575,241.0136108,-32.72940606,0.06996478
GPC029730,Core,-0.335025979,6.1388202,0.374291766,-3.981058885,-6.786886062,-0.925808852,-0.160692575,-0.609129586,-0.042112553,1.454943065,-0.208244,6.304774666,-0.103509334,2.034748431,8.845455224,0.005182597,0.302866978,-0.125078323,16.67335563,0.074780676,-30.05363266,-3.779952535,-0.000912958
GPC029740,Core,-0.802869442,-6.119694334,2.423342988,-7.146369615,-9.157066037,-3.924410436,-0.43045981,-2.021936265,-0.095804192,4.793863783,0.043032133,2.484469645,-0.005640387,3.308959676,10.98749694,-0.04104076,0.415302335,-0.189984582,1.182548455,-0.061932578,75.70861064,-3.557739391,0.001773896
GPC029750,Core,0.177899788,13.95569026,0.68334299,-1.644702944,-5.977066031,-0.40216044,0.147711578,-0.662811264,0.096503499,-0.354412079,0.021753335,-0.920530352,-0.005640387,1.817580365,8.409221076,-0.354833863,-0.20008228,-0.078873471,47.1402407,-0.495009501,173.4719438,8.637260648,0.001248026
GPC029760,Core,-1.029243067,8.075690266,0.26000966,-2.424702945,-4.428732696,1.538957978,0.241276494,0.343458473,-0.441958038,-0.192343114,0.021701619,5.100210381,-0.005640387,3.556201053,4.597152107,-0.658282139,0.107610027,0.087793195,31.85562532,-0.191163348,-91.61138919,16.48892732,-0.001081783
GPC029960,Core,-0.550481918,5.38075827,-0.051790788,1.791157709,0.237707396,0.236435725,0.360317095,1.289846224,-0.234933528,-2.674954433,-0.0091959,6.921409251,0.017355489,0.242930397,6.341849164,-0.312998476,-0.072635706,-0.203054049,15.63485524,-0.236617114,-104.5496075,61.89907375,0.015707581
GPC029990,Core,-0.37979252,-8.004309714,-1.713323678,1.650297049,-0.340399372,2.038089558,0.331424059,1.843313731,0.404195807,0.635243093,0.319501446,2.766877055,-0.005640387,0.961028642,6.6381866,-0.072075243,0.261456181,-0.291291772,-11.77129768,-0.163855655,-35.94472251,10.83059398,-0.000974899
GPC030090,Core,-0.229350707,7.847468074,0.848198677,-4.087530314,-5.957792655,-0.623876361,-0.160070835,-0.446000884,-0.0979153,0.877697352,-0.189787351,7.729993227,-0.059051473,2.113346993,7.515852501,-0.152749532,0.349361028,-0.186133086,17.1023173,-0.014083437,-36.31680891,6.962576854,0.003147448
GPC030530,Core,-1.96604409,-4.491230118,4.373501219,-8.176188264,-7.558144054,-10.66112067,-1.267896768,-2.238563468,0.88777944,0.465921856,-0.069459933,4.464230105,-0.968839394,-3.493525039,138.3869884,5.533487834,0.25997799,0.91237022,-15.14440707,3.857185338,447.1994762,-37.45574648,0.043690063
GPC032590,Core,-1.730433544,5.370690269,1.34000966,-5.224702949,-5.912066042,-5.572160444,-0.860639573,-2.249436263,0.634965038,-2.150963799,-0.288449734,12.62870041,-1.005640387,-3.414833424,41.63473835,3.300338549,0.017866438,0.198904307,-0.267166653,1.603282807,177.3336108,-27.28440605,0.03051301
GPC032640,Core,-1.66247399,-3.306059569,3.671564834,-8.416510461,-7.690054149,-9.32213302,-1.332482831,-2.785227946,0.888197874,0.398731959,-0.06685486,6.314700806,-0.872972059,-3.214941631,126.4887119,4.937047775,0.299535365,0.885122558,-14.72463141,3.310159073,401.9885565,-32.009278,0.043096951
GPC032660,Core,-1.153965665,-2.122848559,2.681053625,-4.877975431,-3.905858375,-6.983479884,-0.88890833,-0.887975714,0.660839113,0.65309024,-0.021736592,4.958809134,-0.652230928,-2.176810581,81.34208295,3.366618525,0.067319169,0.631106567,-7.751076727,2.195755384,271.3247616,-22.03176147,0.03493033
GPC032730,Core,-0.633638673,-2.404309723,3.146676316,-2.421369617,-5.777066036,2.665875266,0.509331531,4.155920866,-0.345804192,-5.923377589,0.117054377,0.609469646,-0.005640387,-2.31716101,1.598876271,-0.628602335,0.338379258,0.032237639,-6.563462937,-0.648855654,-156.1530557,127.5955938,0.001267355
GPC032740,Core,-1.725946363,-0.504309728,-2.139990337,3.505297041,0.247933948,-3.057299328,-0.5428759,-1.294436268,0.481118884,3.466277574,0.021748904,-2.711958924,-0.27836766,-1.538626528,38.33335899,2.014131652,-0.469313048,0.355767051,-13.58668232,2.048836651,153.5286107,-24.88773938,0.001927157
GPC033190,Core,-0.120585124,2.758433028,-0.225433311,1.968524382,0.524401965,-0.793469636,0.268228562,0.909673879,-0.210985713,-0.317002408,0.004729203,4.274390734,-0.03471774,0.989185203,7.634376611,-0.432659128,0.013472935,-0.192809634,6.682553502,-0.26357369,-68.61885717,39.10531895,-0.003739031
GPC033230,Core,-0.280584139,2.118882577,1.777226685,-2.647261222,-2.648172174,-3.497764911,-0.33429438,-0.060540782,0.017531815,-1.8674663,-0.132910323,4.296553309,-0.193443254,-1.291806471,27.22200222,1.094411898,0.118334607,0.051335706,5.644326188,0.864195529,15.29737482,2.754331594,0.03406278
GPC033290,Core,-1.57979252,-5.812002037,7.803342984,2.251963711,11.31126729,-6.775910442,-0.822584431,-0.484186267,0.788811192,0.573174129,-0.168196842,4.073755349,-1.005640387,-3.519316183,134.3761175,5.369304066,-1.738543817,0.865570972,-22.85975924,3.811144343,386.346944,-35.32107272,0.042883761
GPC033360,Core,0.197130557,-3.081232803,-0.731657008,-1.146369618,-2.828732699,-6.637472933,-0.389100005,-4.91912376,0.019580423,2.269725856,0.030696506,2.531883429,-0.105640387,-0.040005839,14.41749693,0.607235101,0.338379258,-0.076458012,-13.79437462,0.434605883,34.69527739,-17.95940602,-0.004388886
GPC033480,Core,-1.604006392,-0.304119993,3.54966593,-5.528458013,-4.958414733,-8.501770365,-1.148734303,-2.723259685,0.86083611,2.020959042,-0.102781642,6.081215032,-0.868928503,-2.400735878,92.38100358,3.919219637,0.025544761,0.722785133,-3.073565195,2.683746085,330.2176998,-28.77249796,0.050213624
GPC034830,Core,-1.018254057,-10.8889251,-0.443323679,-2.921369617,-4.588732701,-3.973160438,-0.639425601,-0.946811266,-0.595804192,-6.150963798,0.168788802,-1.226737256,-0.005640388,-3.723454113,6.667496955,0.652062688,0.492225412,0.179296464,-46.37898998,1.208836652,-158.0413891,-2.601072695,0.018009389
GPC035430,Core,2.119717965,-6.6861279,-1.314990337,2.153630377,-2.232066042,-3.449035444,-0.538661953,-1.225373766,0.404195808,-2.1629638,-0.031435022,3.669814474,-0.005640388,-1.854461012,8.20217285,0.48268338,-0.101181181,0.005921851,-11.69822078,-0.334135373,-201.4863888,-17.76440604,0.030132637
GPC035440,Core,-0.625946365,-1.427386651,1.16000966,-5.483036283,-6.365399364,-6.12616044,-1.027274068,-4.346686264,0.250349654,5.293863784,0.037709001,6.519469637,-1.005640387,-0.514143772,42.16715211,1.569304068,-0.046236126,0.296943522,-8.525143865,1.363836652,198.2219441,-27.4060727,0.011932665
GPC036000,Core,0.139010898,-2.084309728,3.303342989,-8.449702941,-9.053732692,-7.88741044,-1.422985897,-5.216436263,0.761338665,3.291343885,-0.407635606,0.02613632,-1.005640387,-2.328122551,58.83846512,3.12222184,0.338379258,0.865570973,-9.725143868,1.58101614,47.23527772,-32.64940605,0.03269831
GPC036020,Core,-0.948594639,-1.951373913,3.345694854,-7.042116181,-7.456320956,-8.358684782,-0.954857921,-1.404122411,0.666786326,3.102896871,-0.125065264,4.523349079,-0.802977948,-1.85668104,62.07025242,2.613625783,0.233620991,0.725444831,-5.410160627,1.644525589,191.5664544,-25.61400582,0.017701018
GPC036740,Core,-0.945174345,-3.027104309,3.636235382,-6.318003481,-5.787060049,-7.025465365,-1.191309693,-3.142876045,0.693011516,2.878294609,-0.150412774,2.873684051,-0.829041738,-2.073398013,56.87448923,2.552512258,0.095827351,0.690966562,-8.106628953,1.651587763,168.7433627,-25.11298003,0.025779855
GPC037070,Core,-0.405433544,-4.284309725,-1.524990336,-1.344702946,-3.757066036,-1.287854883,-0.311379296,-0.918047376,-0.345804192,0.87496212,-0.153768233,6.27946964,-0.005640388,1.635723599,10.07540246,-0.204701235,0.261456181,0.34473764,10.22424073,0.121016141,-35.29138911,-5.239406037,0.029890496
GPC037620,Core,-1.245967103,0.254932343,4.241149028,-5.892710139,-5.224139657,-8.979293423,-1.110478784,-2.097029018,0.567000023,1.484469161,-0.151011074,5.077000575,-0.725300973,-2.322350957,78.03655461,3.397948058,0.125481966,0.648286133,-1.430729925,2.489365595,235.2142809,-34.10471325,0.050386707
GPC037810,Core,-1.529210732,-0.26987135,3.931877715,-5.35209622,-4.66322749,-10.26292814,-0.923903948,-0.211982219,0.882015949,3.120466695,-0.136698655,7.49836796,-0.85551558,-2.056634772,81.95696693,3.64467387,-0.058620055,0.655403417,-0.852650846,2.222714246,288.5701116,-32.34974225,0.045752554
GPC038770,Core,-0.684924857,0.159320993,1.831240106,-2.498452199,-3.344927513,-5.950767052,-0.823064749,-1.623703837,0.529696943,-0.126798471,-0.156769884,4.741705389,-0.526489557,-2.130869112,52.14716368,2.405807005,-0.008636265,0.524423281,1.765859501,1.595717815,144.114114,-15.90646057,0.047086588
GPC039110,Core,-0.779296,-1.347809577,2.035707708,-2.981592638,-3.809571939,-6.081537789,-0.660605611,-0.92821926,0.390354982,-1.063387102,-0.147439761,4.424128644,-0.438182398,-2.258503885,45.19070726,2.019592208,0.088689447,0.335361619,0.229895981,1.44251558,104.8572085,-6.308708897,0.043810239
GPC039160,Core,-0.715343523,1.502337621,2.334646569,-5.476461539,-6.414995519,-7.419572729,-0.838346208,-1.325304463,0.745078012,0.96143581,-0.222731732,6.565939755,-0.590203246,-2.437243517,57.44552217,2.71959944,0.196261906,0.587648509,5.834693165,1.608093622,158.9466357,-22.4557831,0.043876922
GPC039200,Core,0.135592095,6.803382571,1.88834299,-7.004702943,-8.068732696,-5.303910443,-0.97180164,-2.438436265,1.019580422,-0.057860354,-0.350145865,10.21132148,-0.278367661,-2.934488598,48.22439351,2.845166137,0.338379258,0.976682083,16.36331762,1.098452039,128.4869443,-32.87273938,0.039980662
GPC039240,Core,-0.353282887,-0.847171894,0.585469122,2.32153465,2.693936828,-1.748459202,0.016116436,0.290401532,-0.220065174,-1.180371581,-0.052276066,1.860806169,-0.073830009,-0.054656783,4.957159092,-0.149703884,-0.226099843,0.095862318,3.946009105,-0.032880823,-75.05190057,28.11565684,0.005766049
GPC039650,Core,-0.886901782,-1.745166708,1.965508119,-3.165185937,-3.633291871,-6.032521157,-0.881402963,-1.634852382,0.330515404,2.143584558,-0.05548163,1.098823984,-0.629687622,-1.124525634,41.1011365,1.86289762,0.143624518,0.372270281,-2.691253304,1.473829029,111.6014838,-21.74785326,0.036669082
GPC040670,Core,-1.725946365,1.795690269,8.086676316,-8.663036285,-10.33706604,-5.875910443,-1.115718183,-2.714686266,0.634965039,7.011105164,-0.158403488,12.80774549,-0.905640387,-1.986557563,105.0037038,3.84171786,0.338379258,1.087793195,-6.990528476,3.05806742,369.0836106,-22.6677394,0.019064782
GPC042120,Core,-0.641498866,0.742410695,2.044563462,-1.656298792,0.472235891,-3.554930779,-0.126304482,1.020450496,0.007822336,-1.604619056,-0.060690343,4.934995699,-0.082940725,-0.508663595,18.4427697,0.640194364,-0.090668908,0.187317782,4.988433145,0.49834913,3.627937998,19.70818466,0.026651787
GPC042150,Core,-0.728335458,-8.026141042,5.399282105,8.952882622,19.78973453,0.265093883,0.330895088,2.196034509,-0.220357592,-3.82013043,0.065893463,0.006333294,-0.12899591,-1.610993557,10.43827211,-0.075471374,-1.267743264,0.057582718,-20.89994543,-0.044716881,-72.51747616,80.45200492,0.006792011
